2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 08:36:25 | ERROR | frontend | Connection refused dependency=email-smtp (env=prod, region=eu-west-1, ip=44.115.206.36, request_id=8k641kryzpt5xm27, trace_id=163pyf9099u9oumxvkw76mrm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:36:45 | ERROR | auth | Worker crashed: out of memory rss_mb=4135 (env=prod, region=ap-southeast-1, ip=150.33.165.39, request_id=m4vz4zuz5r1kjf9l, trace_id=oujwlfi7q96yf9et8dlzi42q, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:36:50 | ERROR | db | Worker crashed: out of memory rss_mb=6653 (env=dev, region=us-east-1, ip=49.34.191.145, request_id=x7km2yxs84pufwmb, trace_id=e4zfjjdep8c1w4mz5tahtir9, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:37:19 | ERROR | gateway | Service dependency not responding dependency=cdn-edge (env=staging, region=eu-west-1, ip=40.149.105.98, request_id=zf8d0gfexzscf1ir, trace_id=ge8xgsvnv881x7jdapr9rpuu, ua="curl/8.4.0")
2026-02-01 08:37:24 | ERROR | payments | Upstream service unavailable dependency=email-smtp (env=prod, region=us-east-1, ip=129.133.48.9, request_id=aepnep39p34qfmr7, trace_id=6t7y58hc8iu19j5488t4zovx, ua="curl/8.4.0")
2026-02-01 08:37:48 | ERROR | frontend | Unhandled exception type=TimeoutError message=permission denied (env=prod, region=us-east-1, ip=41.33.126.252, request_id=5s3439m13go8pvgq, trace_id=wcvcdhrbkr69vvi06erco8fz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:37:53 | ERROR | kms | Data validation error: missing required field field=amount (env=dev, region=eu-west-1, ip=200.134.76.245, request_id=9zjj39svci7gcw2x, trace_id=tb9mzrch70m13mhx58ktzyz6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:37:57 | ERROR | notifications | DB timeout while fetching user profile user_id=7205 (env=prod, region=us-east-1, ip=70.178.123.100, request_id=entanj73f1m16m1l, trace_id=mugm32zni23hyq52jbwnz85y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:38:04 | ERROR | auth | Worker crashed: out of memory rss_mb=5996 (env=prod, region=ap-southeast-1, ip=87.163.151.37, request_id=6puxplgegnq3kips, trace_id=2gihe2mfcsu64mgplvsoukoe, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:38:22 | ERROR | auth | Unhandled exception type=MemoryError message=permission denied (env=prod, region=me-south-1, ip=202.253.86.217, request_id=mz8oetzrnu3opbwt, trace_id=6jtx3grql5i0uwf4qpc8flsh, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:38:37 | ERROR | frontend | Worker crashed: out of memory rss_mb=4897 (env=staging, region=us-east-1, ip=17.33.27.197, request_id=7wczkrb9k6wozt24, trace_id=kuemsimwcx8026r3z7imjh8r, ua="curl/8.4.0")
2026-02-01 08:38:42 | ERROR | profile | Payment gateway returned 500 provider=paypal (env=staging, region=us-east-1, ip=195.4.116.186, request_id=i1d48dzdvwubuf1u, trace_id=tgjz3e7t7lkovcrp3ye3gana, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:39:06 | ERROR | profile | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=eu-west-1, ip=125.102.237.206, request_id=vsbkq72ov0lbaalg, trace_id=q1sl02a6tguonq8bflhnanzf, ua="PostmanRuntime/7.36.0")
2026-02-01 08:39:15 | ERROR | payments | Upstream service unavailable dependency=postgres (env=prod, region=me-south-1, ip=163.128.44.26, request_id=pyqjzzv3j32n4p8x, trace_id=k1sideldkbstogwh5woin66s, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:39:51 | ERROR | scheduler | Unhandled exception type=ValueError message=null value (env=prod, region=us-east-1, ip=48.80.91.46, request_id=088z7c28u8lvtspg, trace_id=l64c1cuiu9fajk5rwwwdd5ze, ua="PostmanRuntime/7.36.0")
2026-02-01 08:40:46 | ERROR | cdn | Unhandled exception type=IOError message=permission denied (env=prod, region=me-south-1, ip=239.52.39.177, request_id=yj45zwpz0ipdhnfm, trace_id=39l7dh9novqloix11g24we72, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:40:54 | ERROR | gateway | DB timeout while fetching user profile user_id=3166 (env=prod, region=ap-southeast-1, ip=210.35.246.8, request_id=i9fz3ln5thbspvbv, trace_id=8rgoz50iiyhceqb93r3vg1bw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:41:00 | ERROR | profile | Authentication failed due to invalid token user_id=7806 (env=prod, region=me-south-1, ip=230.166.224.64, request_id=kb9msbtt2fhr1ijz, trace_id=szk700mdhtfjv0xjyzgs7w1d, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:41:08 | ERROR | kms | Payment gateway returned 502 provider=stripe (env=prod, region=me-south-1, ip=90.154.213.218, request_id=wzxsa0h8l84aoocv, trace_id=0mq2tdar3o9s3w37sgqo855v, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:41:09 | ERROR | billing | Worker crashed: out of memory rss_mb=5761 (env=prod, region=us-east-1, ip=30.97.5.73, request_id=bcwzhjq1j6zxi4gn, trace_id=0xh30jhht7lv30nfaym2223q, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:41:39 | ERROR | profile | Payment gateway returned 400 provider=paypal (env=dev, region=ap-southeast-1, ip=41.104.53.75, request_id=dugw7uqz94sajv65, trace_id=34k3ui9ty7ysiunme8ktjgfb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:41:48 | ERROR | worker | Data validation error: missing required field field=email (env=dev, region=eu-west-1, ip=224.127.100.53, request_id=g582u2djhmyage2j, trace_id=tqyu2dh3p58zwlnop3b2lbet, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:41:56 | ERROR | auth | Authentication failed due to invalid token user_id=6844 (env=prod, region=us-east-1, ip=205.25.192.157, request_id=oqy16ah4lh43dlfl, trace_id=ojk545e6nra9buowadqw301b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:42:09 | ERROR | notifications | Service dependency not responding dependency=s3 (env=prod, region=us-east-1, ip=41.188.243.98, request_id=gn2kj59r1jk8gw8u, trace_id=pb9szk531tvdvoomzhp9316t, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:42:23 | ERROR | email | Write operation failed: storage quota exceeded bucket=analytics-exports (env=staging, region=me-south-1, ip=191.203.102.187, request_id=bxnjzdixnplannk5, trace_id=d5v7peiwdfodwafuhyd5aro5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:42:37 | ERROR | api | Authentication failed due to invalid token user_id=4474 (env=prod, region=me-south-1, ip=87.178.64.105, request_id=101ufuswoi8c4gcp, trace_id=dihtoqh5exbvq1kyi48awnv7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:42:38 | ERROR | billing | DB timeout while fetching user profile user_id=2195 (env=prod, region=me-south-1, ip=7.193.246.60, request_id=xj7ojz7gixsor1cq, trace_id=0zexxo0hiyaaw3lmwcq8nb02, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:42:52 | ERROR | cdn | Worker crashed: out of memory rss_mb=587 (env=staging, region=ap-southeast-1, ip=18.50.164.188, request_id=7328074qutjo3y94, trace_id=wfcp1z6lw8vt09wxygfn3vtq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:42:53 | ERROR | gateway | DB timeout while fetching user profile user_id=3142 (env=prod, region=ap-southeast-1, ip=61.149.179.145, request_id=oimniwnnje5rg39k, trace_id=ss7fovk6p006h79y335ndihy, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:42:55 | ERROR | api | Payment gateway returned 502 provider=stripe (env=dev, region=me-south-1, ip=12.21.188.89, request_id=vxvvhg2erdja4byu, trace_id=3u2l8rrd3o6qgeumalsj0ft1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:43:00 | ERROR | email | Unhandled exception type=ValueError message=index out of range (env=prod, region=ap-southeast-1, ip=95.139.20.86, request_id=s0qw2yijxqz68qoc, trace_id=j0fjoumfh0l3qs4p2m0mopo9, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:43:34 | ERROR | inventory | Data validation error: missing required field field=user_id (env=staging, region=me-south-1, ip=91.126.246.245, request_id=6i0v0pedj2234k8t, trace_id=ly58i5fvvhl1p9wnk72cok6n, ua="curl/8.4.0")
2026-02-01 08:43:39 | ERROR | api | Data validation error: missing required field field=amount (env=prod, region=me-south-1, ip=240.252.91.57, request_id=dr5wf4wh66zo1pw8, trace_id=188rkbfmt4gslcba3eom7lgf, ua="PostmanRuntime/7.36.0")
2026-02-01 08:43:43 | ERROR | db | Upstream service unavailable dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=69.2.11.68, request_id=hcx92qjluf82zys3, trace_id=hiox38ljedvtjqvoatuijfwm, ua="PostmanRuntime/7.36.0")
2026-02-01 08:43:44 | ERROR | worker | Authentication failed due to invalid token user_id=4290 (env=dev, region=me-south-1, ip=193.123.98.177, request_id=4yhqs1tlk9l7telq, trace_id=teiin3ho2cwpngpb3a11eh37, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:43:45 | ERROR | cdn | Worker crashed: out of memory rss_mb=7969 (env=prod, region=ap-southeast-1, ip=177.34.248.178, request_id=yeubcxqs9vo4plod, trace_id=5e1z60rbpswtfqa943a2a46t, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:43:55 | ERROR | kms | DB timeout while fetching user profile user_id=9193 (env=prod, region=me-south-1, ip=47.147.97.27, request_id=c7pojggvn32wz4ql, trace_id=ycj6a6o55uq8owgnespm88f6, ua="PostmanRuntime/7.36.0")
2026-02-01 08:44:13 | ERROR | api | Upstream service unavailable dependency=orders-api (env=prod, region=eu-west-1, ip=93.48.11.199, request_id=m9ceev5fbx57tm8l, trace_id=0nv3t47ccoak7nwsxe4v7cpp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:44:15 | ERROR | auth | Worker crashed: out of memory rss_mb=2924 (env=prod, region=me-south-1, ip=16.178.241.143, request_id=qhvpr66fdwdxvf3m, trace_id=wxt7fo0wiucchbe00zkof6bz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:44:26 | ERROR | auth | Connection refused dependency=search-index (env=prod, region=me-south-1, ip=82.148.20.32, request_id=cr8sj1tmac525va7, trace_id=v9dr5v72k6j8s9yw34cq6xo2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:44:49 | ERROR | api | DB timeout while fetching user profile user_id=2144 (env=prod, region=eu-west-1, ip=159.250.218.95, request_id=6sojjlanvfc0c6b1, trace_id=8mbc59vaduys05mrymdt6w2t, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:44:50 | ERROR | inventory | Service dependency not responding dependency=orders-api (env=prod, region=us-east-1, ip=203.16.218.146, request_id=rvcbhlbnyrmmsyzm, trace_id=oc1fpkdaeinsnwdk7cc6hmfq, ua="PostmanRuntime/7.36.0")
2026-02-01 08:45:09 | ERROR | notifications | Service dependency not responding dependency=email-smtp (env=prod, region=ap-southeast-1, ip=18.225.24.112, request_id=d3x2j55xos0uitl9, trace_id=ptx3bfmlmxy5oeu4bs8ad2v9, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:45:10 | ERROR | payments | Connection refused dependency=kms (env=staging, region=me-south-1, ip=138.44.127.160, request_id=b22gmlxnjl9t0xmt, trace_id=adlw5b921wa7t3lz73ob98c9, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:46:17 | ERROR | storage | Payment gateway returned 503 provider=paypal (env=prod, region=us-east-1, ip=194.10.139.2, request_id=0z8ciwc9242t5t17, trace_id=56hqzm4f2ydbxl3a4x21xwlk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:46:23 | ERROR | storage | Authentication failed due to invalid token user_id=7130 (env=staging, region=us-east-1, ip=225.148.199.152, request_id=ifiq3l790e7p2tk6, trace_id=syuvxx98vd8bm6x6ufovvx6u, ua="PostmanRuntime/7.36.0")
2026-02-01 08:46:28 | ERROR | kms | Data validation error: missing required field field=address (env=prod, region=ap-southeast-1, ip=26.232.250.12, request_id=wzj2kpjgrgeb25ng, trace_id=bksklckdp8opan8or7fcfhsh, ua="curl/8.4.0")
2026-02-01 08:46:38 | ERROR | payments | Upstream service unavailable dependency=cdn-edge (env=staging, region=eu-west-1, ip=71.65.70.18, request_id=rth18frhz69shuar, trace_id=xozkbza4g1fzmopl1nsjcq3c, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:46:55 | ERROR | email | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=us-east-1, ip=22.76.52.173, request_id=mm6omjtxc079bhkf, trace_id=r2rou2z4ztqed5r9wj4zbrlz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:46:58 | ERROR | frontend | Unhandled exception type=AuthenticationError message=permission denied (env=prod, region=eu-west-1, ip=136.198.31.204, request_id=v26wzz0tj0mf0ate, trace_id=l2g9f8l3ji6opommsk70itor, ua="PostmanRuntime/7.36.0")
2026-02-01 08:47:03 | ERROR | storage | Unhandled exception type=KeyError message=null value (env=prod, region=ap-southeast-1, ip=122.195.223.13, request_id=t4bpv6pqqz3sngwb, trace_id=ycc553xr7e1dy8934uz06j99, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:47:17 | ERROR | frontend | Unhandled exception type=MemoryError message=permission denied (env=staging, region=ap-southeast-1, ip=51.156.137.12, request_id=l10ie18ky3pz3vla, trace_id=huv9gfhsped7mdq0vm9ylizr, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:47:23 | ERROR | storage | Write operation failed: storage quota exceeded bucket=prod-backups (env=staging, region=eu-west-1, ip=170.202.242.98, request_id=8fp8dlvguug4n5sr, trace_id=pqay5rnwvq8imc3e9glnu1w3, ua="curl/8.4.0")
2026-02-01 08:47:27 | ERROR | api | Data validation error: missing required field field=currency (env=prod, region=ap-southeast-1, ip=89.238.59.164, request_id=3dnsow1vqljh2qsj, trace_id=o8ycjbg0aj08saw9a25oppra, ua="PostmanRuntime/7.36.0")
2026-02-01 08:47:34 | ERROR | orders | Service dependency not responding dependency=cdn-edge (env=prod, region=me-south-1, ip=216.204.9.52, request_id=jplxm4ry3ojh06ez, trace_id=7a1ga4mvu1inj9xywt1ic89s, ua="curl/8.4.0")
2026-02-01 08:47:39 | ERROR | gateway | Connection refused dependency=postgres (env=prod, region=me-south-1, ip=252.232.83.188, request_id=mfqssez7znd00hhg, trace_id=9upaj4onpvss5f5ub3dp2eqs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:47:54 | ERROR | worker | DB timeout while fetching user profile user_id=1755 (env=prod, region=eu-west-1, ip=230.119.22.98, request_id=wb562324jrdslls1, trace_id=51r9yfukwo43qogepsh2ig0j, ua="curl/8.4.0")
2026-02-01 08:48:06 | ERROR | inventory | Service dependency not responding dependency=payments-api (env=staging, region=me-south-1, ip=37.233.56.161, request_id=gcjc53qs6kb1l0tt, trace_id=jaly9pmm8pi9xbsrcb2byu28, ua="curl/8.4.0")
2026-02-01 08:48:15 | ERROR | auth | DB timeout while fetching user profile user_id=5489 (env=prod, region=eu-west-1, ip=59.56.201.108, request_id=iyd31pruj4pexilv, trace_id=300fl5byzlq6i2mj3z9xtcok, ua="PostmanRuntime/7.36.0")
2026-02-01 08:48:48 | ERROR | api | Connection refused dependency=postgres (env=prod, region=me-south-1, ip=136.3.14.252, request_id=8gngkbw24tfpc3tm, trace_id=mpptpa7t0n4vogfdyh7kgrf7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:48:52 | ERROR | payments | Data validation error: missing required field field=sku (env=staging, region=us-east-1, ip=102.56.120.20, request_id=zpm38gboto56j87t, trace_id=oihlpu2x4q60abl8uy0vkbxb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:48:54 | ERROR | auth | Unhandled exception type=RuntimeError message=invalid format (env=staging, region=ap-southeast-1, ip=147.58.249.223, request_id=pkl4hs1lczw6cgd7, trace_id=pwud6sk0lhme7ot4gtae23dr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:49:06 | ERROR | payments | Connection refused dependency=orders-api (env=prod, region=us-east-1, ip=18.54.122.107, request_id=00gkd50p3cro95r9, trace_id=iborrwllxfk33kgzmte58s4v, ua="PostmanRuntime/7.36.0")
2026-02-01 08:49:21 | ERROR | frontend | Write operation failed: storage quota exceeded bucket=prod-backups (env=staging, region=us-east-1, ip=244.82.106.143, request_id=528fp15hv1rfeotu, trace_id=nvzjh1ewnv3uz09g6zww9hc6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:49:38 | ERROR | profile | Upstream service unavailable dependency=kms (env=prod, region=me-south-1, ip=123.22.72.188, request_id=qln6z7ncvkv0zrcg, trace_id=80cmces0qu7jbepmgec7pcv9, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:49:54 | ERROR | kms | Worker crashed: out of memory rss_mb=6315 (env=prod, region=ap-southeast-1, ip=50.51.100.246, request_id=ogb4hecumusjv0v7, trace_id=790g3wueafxcee4cmfv264ft, ua="PostmanRuntime/7.36.0")
2026-02-01 08:50:14 | ERROR | email | Payment gateway returned 401 provider=adyen (env=staging, region=me-south-1, ip=193.234.197.46, request_id=1f9wwrm7k1x8oqnj, trace_id=vjph9fpkdt54tpk7fi0m49yh, ua="PostmanRuntime/7.36.0")
2026-02-01 08:51:00 | ERROR | orders | Upstream service unavailable dependency=postgres (env=staging, region=us-east-1, ip=16.120.159.114, request_id=410jcd8sj687epdm, trace_id=6qhsxifik4dc15wnp695ylil, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:51:06 | ERROR | billing | Data validation error: missing required field field=token (env=prod, region=ap-southeast-1, ip=218.211.23.224, request_id=z8ucvpcaaotjca5w, trace_id=k1w6q8spy7r44yphwb5sgy5o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:51:13 | ERROR | profile | Upstream service unavailable dependency=search-index (env=prod, region=me-south-1, ip=54.150.14.17, request_id=3sryu3zavehjgghy, trace_id=ieamwno0zg4tqbbtm64alntu, ua="PostmanRuntime/7.36.0")
2026-02-01 08:51:38 | ERROR | analytics | Unhandled exception type=KeyError message=null value (env=prod, region=eu-west-1, ip=36.239.134.191, request_id=z96bfe5bmwzgwmhp, trace_id=qlqnn9fjg1l7ifjpovjix30s, ua="PostmanRuntime/7.36.0")
2026-02-01 08:51:41 | ERROR | orders | DB timeout while fetching user profile user_id=7009 (env=prod, region=me-south-1, ip=88.196.119.31, request_id=o0pf2sos42zrx35f, trace_id=uv4wxceyi3pxlfis9f1y09qy, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:51:56 | ERROR | analytics | Authentication failed due to invalid token user_id=3297 (env=prod, region=eu-west-1, ip=15.147.25.222, request_id=1r897dnql110gfcc, trace_id=nni91ar6bbmbzlrzfbv6yydi, ua="PostmanRuntime/7.36.0")
2026-02-01 08:52:10 | ERROR | gateway | DB timeout while fetching user profile user_id=8717 (env=prod, region=me-south-1, ip=209.77.197.197, request_id=oo5s8dupmqfxa8at, trace_id=h10up8a0gy5pbxhezsvcva22, ua="PostmanRuntime/7.36.0")
2026-02-01 08:52:11 | ERROR | payments | DB timeout while fetching user profile user_id=6260 (env=prod, region=us-east-1, ip=243.152.184.86, request_id=iv2g7vyvm22ptzvf, trace_id=d8cn0ksn2owmhq30qp0kiuxf, ua="curl/8.4.0")
2026-02-01 08:52:19 | ERROR | kms | Connection refused dependency=s3 (env=staging, region=us-east-1, ip=35.217.241.227, request_id=2u372l3qj9n67js0, trace_id=5i35lf01s6d90r3l193sotw9, ua="curl/8.4.0")
2026-02-01 08:52:23 | ERROR | db | Data validation error: missing required field field=token (env=prod, region=ap-southeast-1, ip=90.58.187.164, request_id=a5qspp5nujz622w9, trace_id=p0yn0f1useiigeya3skp1qxe, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:52:56 | ERROR | inventory | DB timeout while fetching user profile user_id=2670 (env=dev, region=eu-west-1, ip=224.226.6.97, request_id=sw9c9m4xsaevq0be, trace_id=ik8etv4wsmisudrtq1p50qyj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:53:06 | ERROR | storage | Service dependency not responding dependency=orders-api (env=staging, region=ap-southeast-1, ip=108.252.212.227, request_id=ilji0ez54mnqgzjo, trace_id=1k1e3rmxag5gfi4wr5nvo4ix, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:54:06 | ERROR | cache | Worker crashed: out of memory rss_mb=7360 (env=prod, region=eu-west-1, ip=205.248.53.89, request_id=c4ktqzlfxue6ml21, trace_id=pcytmq3hq35o2if861pdietw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:54:23 | ERROR | api | Unhandled exception type=ConnectionError message=index out of range (env=dev, region=ap-southeast-1, ip=74.26.251.232, request_id=pi24p29j83sgnhxx, trace_id=mls1z7pf448ojs0syyncoxt0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:55:03 | ERROR | auth | Data validation error: missing required field field=address (env=staging, region=us-east-1, ip=205.182.213.77, request_id=prbehwplwiyhvyj9, trace_id=9f5rmbig7l7xekdykkfllt39, ua="PostmanRuntime/7.36.0")
2026-02-01 08:55:23 | ERROR | storage | Upstream service unavailable dependency=postgres (env=prod, region=ap-southeast-1, ip=232.104.136.199, request_id=qsboy6gf3cpnkmla, trace_id=mctvy83g45fq1w8r3cyyvog8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:55:57 | ERROR | api | Worker crashed: out of memory rss_mb=4375 (env=prod, region=us-east-1, ip=221.196.140.59, request_id=mbla4jp2auch0dwp, trace_id=b3bd26p85o2i72nz4bv81lk5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:55:58 | ERROR | scheduler | Data validation error: missing required field field=user_id (env=dev, region=ap-southeast-1, ip=109.141.30.43, request_id=khq3p1xi3iixhfcl, trace_id=73ta6elf9lo3oxaq811w8ha2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:56:01 | ERROR | auth | Upstream service unavailable dependency=postgres (env=prod, region=us-east-1, ip=173.170.225.82, request_id=8vcj92wzy4hvs6r3, trace_id=a7f9vox6ua01p2x92qtc45gv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:56:12 | ERROR | scheduler | Data validation error: missing required field field=sku (env=prod, region=eu-west-1, ip=152.126.132.6, request_id=okzuhjqrn53u1iyr, trace_id=he5dk6k9f3kuh3hzf51nu7ka, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:56:27 | ERROR | inventory | Worker crashed: out of memory rss_mb=1783 (env=prod, region=ap-southeast-1, ip=167.69.244.197, request_id=8dshibc6t6f8fm11, trace_id=c6miucvunwqjbtnxickyoaah, ua="PostmanRuntime/7.36.0")
2026-02-01 08:56:28 | ERROR | kms | Data validation error: missing required field field=email (env=staging, region=me-south-1, ip=150.45.238.142, request_id=kgpewbu23qera2c1, trace_id=g35usa1t88zh4wnyimml0a9p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:56:31 | ERROR | frontend | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=eu-west-1, ip=12.11.12.253, request_id=302cunlprlmded9f, trace_id=4b2rjmo2g7wno7y1j0ovmh46, ua="curl/8.4.0")
2026-02-01 08:56:46 | ERROR | cache | Upstream service unavailable dependency=cdn-edge (env=prod, region=eu-west-1, ip=239.252.56.176, request_id=gxeh7c8vt9mtm8j5, trace_id=ov1l1m39whse7xc9bbzkvgg3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:56:51 | ERROR | orders | Authentication failed due to invalid token user_id=5178 (env=prod, region=us-east-1, ip=60.201.132.70, request_id=9stodbaw3ewl8qzw, trace_id=os302bd4uf364bzla71xbalq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:56:59 | ERROR | notifications | DB timeout while fetching user profile user_id=9336 (env=dev, region=me-south-1, ip=231.248.230.119, request_id=2hwib0hwgevhdc32, trace_id=w1bcy1ze7glwgw7ah498kb2f, ua="PostmanRuntime/7.36.0")
2026-02-01 08:57:17 | ERROR | profile | DB timeout while fetching user profile user_id=7582 (env=prod, region=us-east-1, ip=109.98.164.10, request_id=sbft172nd3klazwk, trace_id=7phl70s6oyqcmm569dblco00, ua="PostmanRuntime/7.36.0")
2026-02-01 08:57:26 | ERROR | worker | Data validation error: missing required field field=currency (env=prod, region=ap-southeast-1, ip=113.136.98.189, request_id=jpyc8xz0e877mkoa, trace_id=bmoxjr68dx8f76nh603giqdj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:57:36 | ERROR | worker | Upstream service unavailable dependency=payments-api (env=prod, region=eu-west-1, ip=223.14.151.206, request_id=6b8ku9m615xbfo8o, trace_id=hqwjt3ux2wul2k2duwm410kv, ua="curl/8.4.0")
2026-02-01 08:57:42 | ERROR | profile | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=us-east-1, ip=243.167.163.10, request_id=mqui5qby8snas7u2, trace_id=x9l5gfcfw5ckuvvd1rv0qdva, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:58:08 | ERROR | storage | Write operation failed: storage quota exceeded bucket=staging-uploads (env=staging, region=me-south-1, ip=202.182.240.192, request_id=29g75blfcmjpmu4p, trace_id=k4i292jph8bl4hlbzyfj6uus, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:58:17 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=staging, region=us-east-1, ip=23.230.26.68, request_id=z6kz1abo0kr15lm0, trace_id=7c1jcb7kkqb0v5jqsqq7l3wi, ua="PostmanRuntime/7.36.0")
