2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 11:42:00 | WARN | storage | Elevated error rate observed window_s=300 rate=14.4% (env=dev, region=me-south-1, ip=204.49.131.158, request_id=9ru77p89rl5jub2a, trace_id=c5dbas9qm0ptuo79ivptbpsh, ua="curl/8.4.0")
2026-02-01 11:42:01 | WARN | billing | Elevated error rate observed window_s=300 rate=12.0% (env=dev, region=me-south-1, ip=213.203.23.206, request_id=5x8olpqnqszkhlc0, trace_id=pziomvdnpckt87145bulfap0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:42:15 | WARN | analytics | Elevated error rate observed window_s=60 rate=13.4% (env=prod, region=ap-southeast-1, ip=205.49.191.41, request_id=t6bedk0oyvinuuy2, trace_id=cacxc8ulznws0ktjbojpk7ug, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:42:19 | WARN | payments | Payment provider latency high (2223ms) (env=staging, region=eu-west-1, ip=103.45.192.12, request_id=5k77edo707v4vk5w, trace_id=5lq80ag3rh6lo44yupiy3suq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:42:20 | WARN | cache | Payment provider latency high (2101ms) (env=staging, region=me-south-1, ip=156.85.49.122, request_id=yiycilhxv2mrhhtb, trace_id=xeg64cfnc3mpvg35bg9mz3jf, ua="curl/8.4.0")
2026-02-01 11:42:21 | WARN | analytics | Retrying request to upstream service attempt=4 (env=staging, region=eu-west-1, ip=16.188.241.228, request_id=4qft10ijaz6y4flm, trace_id=kups4w3g6m4zypzxl37b7q0p, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:42:24 | WARN | billing | Rate limit nearing threshold remaining=24 (env=staging, region=eu-west-1, ip=74.217.145.84, request_id=wrohfr09f940j6uu, trace_id=m14sqoiyo9fmjd4nranrhh5p, ua="PostmanRuntime/7.36.0")
2026-02-01 11:42:33 | WARN | worker | Payment provider latency high (227ms) (env=prod, region=us-east-1, ip=77.140.58.75, request_id=jg87jxbv3pw0n6b1, trace_id=tqm8jzdkj36o956207g7vim4, ua="PostmanRuntime/7.36.0")
2026-02-01 11:42:42 | WARN | billing | Queue backlog growing size=1357 (env=prod, region=ap-southeast-1, ip=55.32.129.27, request_id=9ffmpz8h2hlupmgx, trace_id=2afy3yyjo6fiua7lme18ayl5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:42:46 | WARN | billing | Circuit breaker half-open dependency=cdn-edge (env=dev, region=us-east-1, ip=156.36.116.100, request_id=exrxyr115p8jyevy, trace_id=k0lco1qfc47kg74o1dxae352, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:42:48 | WARN | cdn | Temporary network jitter detected rtt_ms=815 (env=dev, region=me-south-1, ip=233.21.99.250, request_id=tec9sf4sz385ydai, trace_id=88y6ugjo50bt4qi9oj8o1h0p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:42:49 | WARN | search | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=132.105.38.124, request_id=gne5m8xs3p5b3cq4, trace_id=4xj1xgamul9pzpg205nvj30c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:43:04 | WARN | auth | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=84.122.98.58, request_id=z1f1eee17tudyov0, trace_id=ot7pua3f3pkpvjqnh7yio5zn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:43:07 | WARN | notifications | Elevated error rate observed window_s=60 rate=4.3% (env=prod, region=us-east-1, ip=117.118.86.41, request_id=kprmbwfex28nm158, trace_id=4d5oyjkr170apwfbdxyu7jm1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:43:10 | WARN | worker | Elevated error rate observed window_s=300 rate=13.6% (env=prod, region=eu-west-1, ip=69.112.154.123, request_id=d2co8fph5nc9d727, trace_id=58ck9on96t2iplq3vvt6uojk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:43:13 | WARN | kms | Temporary network jitter detected rtt_ms=400 (env=prod, region=ap-southeast-1, ip=67.92.185.98, request_id=ogr5mtdxxz0qgq2y, trace_id=oii0353zqvt38r3tx39cs3gx, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:43:18 | WARN | payments | Queue backlog growing size=9658 (env=prod, region=eu-west-1, ip=160.111.142.178, request_id=5c7hnsfo2yhgwb84, trace_id=txff5uyrnspymecpqvvbp2u8, ua="PostmanRuntime/7.36.0")
2026-02-01 11:43:22 | WARN | profile | Elevated error rate observed window_s=120 rate=2.5% (env=prod, region=ap-southeast-1, ip=73.110.26.215, request_id=l5zxeig0f1qfdyct, trace_id=ekm64vzx7embf8fqardifa4c, ua="PostmanRuntime/7.36.0")
2026-02-01 11:43:35 | WARN | email | Payment provider latency high (690ms) (env=prod, region=ap-southeast-1, ip=138.40.192.209, request_id=6rklqwa1n6u244f6, trace_id=zovvhnffw428uglinxix7dc8, ua="PostmanRuntime/7.36.0")
2026-02-01 11:43:38 | WARN | payments | High memory usage warning mem=75% (env=staging, region=ap-southeast-1, ip=151.230.3.251, request_id=br62lpiaqyrnmizk, trace_id=jkda7i3ivd4m3ixjc6t4ifoo, ua="PostmanRuntime/7.36.0")
2026-02-01 11:43:45 | WARN | api | Disk usage above 80% disk=83% (env=prod, region=ap-southeast-1, ip=199.50.221.155, request_id=liknulnfaez5vj9r, trace_id=gc2eiec9gbiezaemiu81kwci, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:43:50 | WARN | frontend | Slow response detected (3137ms) endpoint=/token/refresh (env=prod, region=eu-west-1, ip=39.222.65.65, request_id=345x13j6zmmfabso, trace_id=s8uyj8frye3i3d0wuw0a5419, ua="curl/8.4.0")
2026-02-01 11:43:56 | WARN | inventory | Temporary network jitter detected rtt_ms=795 (env=prod, region=eu-west-1, ip=138.51.247.65, request_id=q6dxy6en0tdy72mi, trace_id=fi1b6t7qepx26s0yh8ks9d0y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:44:03 | WARN | storage | Circuit breaker half-open dependency=orders-api (env=prod, region=ap-southeast-1, ip=241.96.170.127, request_id=ffbkx2g40nr790y3, trace_id=kremukj5rvstedhki77h752a, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:44:06 | WARN | analytics | Queue backlog growing size=8838 (env=prod, region=us-east-1, ip=193.68.203.240, request_id=ntwabjuxv5ln96ye, trace_id=g6znm6z4nxwewew8i77phjfx, ua="curl/8.4.0")
2026-02-01 11:44:08 | WARN | auth | Rate limit nearing threshold remaining=10 (env=staging, region=me-south-1, ip=52.81.36.59, request_id=2s4e5l9y7lg0q4xc, trace_id=7fuibvdh2sjk1p464da6nmgt, ua="PostmanRuntime/7.36.0")
2026-02-01 11:44:16 | WARN | scheduler | Circuit breaker half-open dependency=email-smtp (env=dev, region=me-south-1, ip=200.237.19.10, request_id=zhyf1gltac4f7hem, trace_id=bbfy40gig7re6sqm5vzaeeqv, ua="PostmanRuntime/7.36.0")
2026-02-01 11:44:19 | WARN | kms | Rate limit nearing threshold remaining=29 (env=prod, region=eu-west-1, ip=145.187.215.185, request_id=j44483asxcvp2uvb, trace_id=nvvh6ar10bulylg34rq70z1w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:44:20 | WARN | kms | Payment provider latency high (1688ms) (env=prod, region=ap-southeast-1, ip=48.130.122.239, request_id=rtt4ek5fm0zahzkh, trace_id=s1ix0gk6k4uw69wf2p7okrzh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:44:24 | WARN | notifications | Payment provider latency high (1354ms) (env=prod, region=eu-west-1, ip=41.83.213.226, request_id=9du00r7fbszketxx, trace_id=kcg2r2o3zc4c8nt7gmbhn0z9, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:44:28 | WARN | analytics | Queue backlog growing size=7124 (env=staging, region=us-east-1, ip=35.98.65.148, request_id=20daktg95ygbh2va, trace_id=ikee5u5camby1drhoig74g7m, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:44:29 | WARN | search | Rate limit nearing threshold remaining=23 (env=prod, region=me-south-1, ip=182.110.139.164, request_id=yp6xm5o7q9g1bjz4, trace_id=wrc46g1462i57f6vi65kruaz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:44:30 | WARN | frontend | Payment provider latency high (1085ms) (env=prod, region=ap-southeast-1, ip=15.187.123.182, request_id=jqk25ee2czboqu3q, trace_id=6ouzpbfeilewz774md87z0ww, ua="PostmanRuntime/7.36.0")
2026-02-01 11:44:33 | WARN | profile | Disk usage above 80% disk=94% (env=dev, region=ap-southeast-1, ip=47.69.118.141, request_id=z2to1pzwwk9v1kc3, trace_id=ccmckbjxgqy8ef3mbejphjl7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:44:36 | WARN | email | Elevated error rate observed window_s=30 rate=3.3% (env=prod, region=eu-west-1, ip=33.114.124.193, request_id=jpytpakqqbgxmdol, trace_id=5umpid0m51937t4e9fe6zvtn, ua="PostmanRuntime/7.36.0")
2026-02-01 11:44:41 | WARN | inventory | Payment provider latency high (2878ms) (env=prod, region=us-east-1, ip=41.53.140.168, request_id=wcct819lwbr37yd9, trace_id=8j995axd6woy28sfoo7vy60s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:44:47 | WARN | payments | Queue backlog growing size=8770 (env=prod, region=me-south-1, ip=177.138.112.197, request_id=ghl2xxy15sjcegef, trace_id=v45e4nhs79fdzqdvgdrvsqwv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:44:57 | WARN | kms | Queue backlog growing size=2227 (env=staging, region=ap-southeast-1, ip=11.67.190.60, request_id=96uzos6bhq29hbe3, trace_id=c27cjngy2p8yvuf53dvs1s3f, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:44:59 | WARN | db | Temporary network jitter detected rtt_ms=369 (env=staging, region=us-east-1, ip=113.123.39.8, request_id=nvcqnxjkpo2fulbt, trace_id=pyjcheverpzmfberm582rvm6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:45:07 | WARN | inventory | Queue backlog growing size=4065 (env=prod, region=ap-southeast-1, ip=152.14.57.183, request_id=1i946403lf8glw09, trace_id=wwjpzmmfr58tl968ernsengb, ua="PostmanRuntime/7.36.0")
2026-02-01 11:45:10 | WARN | worker | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=238.202.163.171, request_id=6jcq8rl4blaag5ey, trace_id=n9uoc324a7kww2glwvqv7ysx, ua="PostmanRuntime/7.36.0")
2026-02-01 11:45:25 | WARN | storage | Retrying request to upstream service attempt=5 (env=dev, region=us-east-1, ip=141.47.56.218, request_id=3pptvb294dvcoe3p, trace_id=650dye13j3wnwgbcgzm8nxfe, ua="PostmanRuntime/7.36.0")
2026-02-01 11:45:32 | WARN | orders | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=11.99.6.137, request_id=yun3htf63w94y6f2, trace_id=v203fpea779j0tkg24t4aojk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:45:34 | WARN | search | Queue backlog growing size=514 (env=prod, region=me-south-1, ip=215.130.229.101, request_id=os13cb0ubrnoqeme, trace_id=lanqplbxxffuvwn1a5ipavy7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:45:40 | WARN | frontend | Elevated error rate observed window_s=300 rate=2.1% (env=prod, region=us-east-1, ip=223.71.254.83, request_id=iikir5ev3ozr5s46, trace_id=ota4kuyfjevymmhfd58k47mk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:45:50 | WARN | scheduler | Slow response detected (1915ms) endpoint=/analytics/event (env=staging, region=me-south-1, ip=3.215.105.137, request_id=xjv3zbeir5zptivg, trace_id=kfzipwjwnnqawawdlgfc0h5h, ua="curl/8.4.0")
2026-02-01 11:45:51 | WARN | scheduler | High memory usage warning mem=69% (env=prod, region=me-south-1, ip=101.118.36.156, request_id=vprr9tumcakzrvbr, trace_id=2x383ikd94oyvk5bj4vvtmuh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:45:54 | WARN | db | Payment provider latency high (3158ms) (env=prod, region=ap-southeast-1, ip=227.125.35.136, request_id=i4gm60ce8u8re6sa, trace_id=scehu48wh7kgstl54rwj8ndo, ua="curl/8.4.0")
2026-02-01 11:45:56 | WARN | orders | Payment provider latency high (2188ms) (env=prod, region=me-south-1, ip=213.27.193.192, request_id=3k9kuthbvq1ngt6p, trace_id=k9xz9if8lscz9g8g5g8vkjsm, ua="PostmanRuntime/7.36.0")
2026-02-01 11:46:04 | WARN | api | Elevated error rate observed window_s=30 rate=7.0% (env=prod, region=eu-west-1, ip=71.208.72.253, request_id=8nu2ep695nsz0xt5, trace_id=cm2bszxmydmtue56un2ngbdx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:46:10 | WARN | notifications | High memory usage warning mem=76% (env=prod, region=me-south-1, ip=132.153.55.74, request_id=q6g76o54mmrtmmri, trace_id=a9bn446gvohad7ssitqul7gj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:46:28 | WARN | frontend | Queue backlog growing size=6905 (env=prod, region=me-south-1, ip=229.200.157.190, request_id=t8reaoka55bflfah, trace_id=0g5by3doaw8n39ipzz3cv4dw, ua="curl/8.4.0")
2026-02-01 11:46:32 | WARN | analytics | Slow response detected (39ms) endpoint=/login (env=prod, region=us-east-1, ip=178.82.166.150, request_id=6i1ttlmsdem76eql, trace_id=cud8emvga49grxh90th5r55a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:46:33 | WARN | orders | Rate limit nearing threshold remaining=45 (env=prod, region=eu-west-1, ip=165.46.14.16, request_id=xuklf8vljx2grgco, trace_id=5umq4vgfjz6fxtf6utruefc9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:46:44 | WARN | worker | Elevated error rate observed window_s=30 rate=11.9% (env=prod, region=me-south-1, ip=185.113.104.186, request_id=64qjoggx8rf1khyk, trace_id=q39lx4uuf2g3pe6vxemj9f8u, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:46:45 | WARN | frontend | Slow response detected (684ms) endpoint=/orders (env=prod, region=ap-southeast-1, ip=182.77.154.164, request_id=gryiug34v4t27j46, trace_id=yjtf7j1ou1zaj6nr48sx450t, ua="curl/8.4.0")
2026-02-01 11:46:47 | WARN | billing | Elevated error rate observed window_s=300 rate=3.5% (env=prod, region=us-east-1, ip=8.66.159.56, request_id=fhp8pchmeqjg03w0, trace_id=zej6m6w1jfhtju69psshzyan, ua="curl/8.4.0")
2026-02-01 11:46:50 | WARN | kms | Temporary network jitter detected rtt_ms=663 (env=dev, region=us-east-1, ip=44.120.84.61, request_id=s8f95dna8g9iidzx, trace_id=riuloouxc040sn112dt58qks, ua="PostmanRuntime/7.36.0")
2026-02-01 11:46:53 | WARN | email | Elevated error rate observed window_s=120 rate=8.8% (env=dev, region=eu-west-1, ip=70.137.220.239, request_id=lmq8kvel5khnvjj8, trace_id=jdnpbpybrfgmebt3sd6mxwcd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:46:54 | WARN | frontend | Elevated error rate observed window_s=120 rate=3.5% (env=prod, region=eu-west-1, ip=226.11.34.129, request_id=31ao3lb75vqn6ow4, trace_id=rzweq7n5l1jdlmf3ycs0ahq7, ua="PostmanRuntime/7.36.0")
2026-02-01 11:46:56 | WARN | notifications | Slow response detected (800ms) endpoint=/admin/config (env=prod, region=ap-southeast-1, ip=145.180.103.56, request_id=uzmfjivx2qx7ivws, trace_id=7c6f8pwq91i8jpfj7b6rih3s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:46:57 | WARN | orders | High memory usage warning mem=78% (env=prod, region=me-south-1, ip=22.44.81.126, request_id=rb9njytua2l6312u, trace_id=n2l5yh0rvgd58x34tnuftfuf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:46:58 | WARN | payments | Queue backlog growing size=8181 (env=dev, region=us-east-1, ip=197.113.157.8, request_id=au6ge5ol35257sdo, trace_id=7ap69d2rvy6qs9bswtr84iwo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:47:00 | WARN | inventory | Elevated error rate observed window_s=30 rate=7.0% (env=prod, region=me-south-1, ip=129.122.107.174, request_id=s5p78tg6yy03ej70, trace_id=bgl5pccc5p11h3ypxx0u30y5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:47:01 | WARN | worker | Rate limit nearing threshold remaining=43 (env=prod, region=me-south-1, ip=221.95.166.93, request_id=l4r76yxyiu2mglhv, trace_id=xomwp89rhjf8jv1mkha7aok1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:47:04 | WARN | billing | Payment provider latency high (1309ms) (env=prod, region=me-south-1, ip=59.229.80.103, request_id=t2u08fih3h0t565e, trace_id=gm3755wap3jhl4572nstpgli, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:47:31 | WARN | auth | Temporary network jitter detected rtt_ms=162 (env=staging, region=ap-southeast-1, ip=173.205.86.194, request_id=vy89814s8a96yty9, trace_id=y2roaid5b8fbco82toicnp56, ua="curl/8.4.0")
2026-02-01 11:47:34 | WARN | kms | High memory usage warning mem=75% (env=prod, region=me-south-1, ip=135.16.115.4, request_id=hac96ufvqme9qy20, trace_id=9ad36pni20ykn9aqaa9roy6q, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:47:38 | WARN | frontend | Circuit breaker half-open dependency=payments-api (env=staging, region=us-east-1, ip=9.172.237.133, request_id=j05pyc4ld1vmctj6, trace_id=89xhqzqq9hu1w4a7fneatha6, ua="PostmanRuntime/7.36.0")
2026-02-01 11:47:39 | WARN | db | Slow response detected (804ms) endpoint=/payments/charge (env=prod, region=eu-west-1, ip=76.172.225.87, request_id=5rls4i4frkrf7kxu, trace_id=2sjdz4w68oaf79r7womdc4r4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:47:49 | WARN | api | Rate limit nearing threshold remaining=45 (env=staging, region=eu-west-1, ip=29.100.254.71, request_id=8nn2o35hwb5xt8ce, trace_id=ozxu29hq88ypocxcvy6ewvtf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:47:55 | WARN | notifications | Retrying request to upstream service attempt=1 (env=prod, region=eu-west-1, ip=157.252.254.133, request_id=5vr6xgazemuazt3u, trace_id=qxeoblb7sb0q8jh22a1vk3y9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:47:56 | WARN | storage | Circuit breaker half-open dependency=redis (env=dev, region=me-south-1, ip=159.25.6.65, request_id=7r370xmn5958752g, trace_id=en6j40ao0rtqadnn1l1vkdt8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:48:00 | WARN | profile | Slow response detected (3467ms) endpoint=/payments/refund (env=prod, region=us-east-1, ip=13.50.130.95, request_id=u8f1edmzceumjoo7, trace_id=07m119yyba0sgzbolzgwgdjk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:48:01 | WARN | notifications | High memory usage warning mem=85% (env=prod, region=me-south-1, ip=156.161.149.150, request_id=1he4qpb7zb8bnjy7, trace_id=kl5nl0oa7y0o2fz60yzt5lbb, ua="PostmanRuntime/7.36.0")
2026-02-01 11:48:02 | WARN | kms | Queue backlog growing size=606 (env=prod, region=ap-southeast-1, ip=119.191.16.40, request_id=1i0og2sa3h065v2q, trace_id=2iippwock62mqsonkz2mkald, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:48:14 | WARN | worker | Disk usage above 80% disk=96% (env=prod, region=ap-southeast-1, ip=242.164.123.86, request_id=u8gywsxhbtmzyqhi, trace_id=ovmn2u5sz1e7gvqe0p9jw046, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:48:22 | WARN | cache | Slow response detected (1890ms) endpoint=/notifications/push (env=prod, region=us-east-1, ip=208.18.196.84, request_id=8ed54movenabzhum, trace_id=lhtditw6sjtlhi5ov0hvkn44, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:48:29 | WARN | billing | Retrying request to upstream service attempt=3 (env=dev, region=ap-southeast-1, ip=34.94.124.106, request_id=yleo6910xw3oa85u, trace_id=7sgeu1xinrdzb8agqjq1rgio, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:48:40 | WARN | gateway | High memory usage warning mem=82% (env=staging, region=us-east-1, ip=175.47.126.43, request_id=59zm9zcqj2425h5p, trace_id=32lx9uf55k2alkeqv36bepyf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:48:41 | WARN | orders | High memory usage warning mem=87% (env=prod, region=eu-west-1, ip=119.35.6.112, request_id=f210jf0nv4caji2p, trace_id=kao12mridrlbs32kwp0on84u, ua="PostmanRuntime/7.36.0")
2026-02-01 11:48:43 | WARN | scheduler | Temporary network jitter detected rtt_ms=369 (env=prod, region=me-south-1, ip=50.230.170.180, request_id=cpyg4j543pdl9nb6, trace_id=su6b0x1uctzogz6q4rod1bx8, ua="curl/8.4.0")
2026-02-01 11:48:47 | WARN | scheduler | Circuit breaker half-open dependency=kms (env=prod, region=us-east-1, ip=99.79.182.140, request_id=h0h4rsiwvecigzyi, trace_id=gelhnfhmogsbxkl97ry34n36, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:48:50 | WARN | kms | Rate limit nearing threshold remaining=2 (env=prod, region=eu-west-1, ip=17.161.201.175, request_id=zqd6tcp0k3ewm8dr, trace_id=5wdfixiq4ccsxqxisjw5ewtg, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:49:06 | WARN | analytics | Retrying request to upstream service attempt=3 (env=prod, region=me-south-1, ip=213.28.242.5, request_id=wgistemc02n874t8, trace_id=xy4d8w27kziapeg0z0jgqf0f, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:49:17 | WARN | email | Temporary network jitter detected rtt_ms=64 (env=staging, region=eu-west-1, ip=61.186.163.60, request_id=bt8jm9cfs14270mb, trace_id=qwo0ikanthq9q43t1mkrg8rm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:49:18 | WARN | db | Slow response detected (1653ms) endpoint=/inventory/SKU24207 (env=staging, region=me-south-1, ip=89.102.64.90, request_id=v2xv2j0pw1upoi5d, trace_id=i98sth13v4uisbsbxnkccq62, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:49:19 | WARN | orders | Retrying request to upstream service attempt=4 (env=staging, region=eu-west-1, ip=85.190.189.22, request_id=qvjyatw4upwl3jk5, trace_id=v1895rm2bkb6vz19vt2t8iko, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:49:24 | WARN | api | Slow response detected (2086ms) endpoint=/admin/config (env=prod, region=ap-southeast-1, ip=250.85.5.178, request_id=vwovp6522jqcnwjr, trace_id=nt91mqwgi04dt3xhv3tcdxsy, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:49:27 | WARN | orders | Rate limit nearing threshold remaining=26 (env=prod, region=me-south-1, ip=123.46.76.254, request_id=1t9e88wys6nmtmlt, trace_id=rtz26ui8c0pjo41eahwiti30, ua="curl/8.4.0")
2026-02-01 11:49:28 | WARN | frontend | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=156.128.32.13, request_id=0lw1ttfwo4xa7l8a, trace_id=f9m0blcw4vavnge95dpgn4lo, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:49:34 | WARN | cache | Temporary network jitter detected rtt_ms=359 (env=prod, region=eu-west-1, ip=22.191.2.122, request_id=c080to5y8l9fxsyh, trace_id=fhh0ymh8vehjo9w3qypc9p90, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:49:36 | WARN | cache | Rate limit nearing threshold remaining=31 (env=prod, region=eu-west-1, ip=32.9.140.47, request_id=zu7lz94yhzndfhgn, trace_id=eq1l3te2gfdqy7h7b8ztcdxf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:49:37 | WARN | orders | Elevated error rate observed window_s=30 rate=5.4% (env=prod, region=us-east-1, ip=108.187.158.217, request_id=y7q84c8gfb7dq54y, trace_id=5j87j2412wadqadazv5jdke8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:49:38 | WARN | api | Queue backlog growing size=9379 (env=prod, region=us-east-1, ip=210.218.49.164, request_id=095xfqbbgcrmo8au, trace_id=9241qmt77vq5o0i7k280htkz, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:49:41 | WARN | frontend | Elevated error rate observed window_s=120 rate=10.7% (env=staging, region=me-south-1, ip=32.32.112.139, request_id=q380v6460fj218sd, trace_id=d95ec2m213sjum0oy7862eza, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:49:43 | WARN | payments | Disk usage above 80% disk=97% (env=prod, region=eu-west-1, ip=9.18.211.220, request_id=mwkjm0nop75vx23r, trace_id=20tabb6ptthrmftzdd2e1dz7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:49:49 | WARN | worker | Disk usage above 80% disk=82% (env=staging, region=us-east-1, ip=8.235.53.12, request_id=rebgoiinbcb0l6xw, trace_id=wyw5w8943ubmh2qswpg698ev, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:49:58 | WARN | billing | Payment provider latency high (405ms) (env=prod, region=eu-west-1, ip=134.125.156.95, request_id=w56sosavgi1u64tf, trace_id=o9gx4wizfq5r8tqhqwjbzorj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:50:00 | WARN | inventory | Retrying request to upstream service attempt=3 (env=dev, region=ap-southeast-1, ip=25.125.43.72, request_id=aai2d2zm7tfgtqu3, trace_id=xrr6nwul63wjbjpg8q39689e, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
