2026-02-01 00:00:31 | ERROR | db | Service dependency not responding dependency=redis (env=prod, region=ap-southeast-1, ip=144.47.20.179, request_id=tvmyjsy2wlde7498, trace_id=uzq76ecnajo7un2vwr082o3b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:15:20 | WARN | db | Rate limit nearing threshold remaining=39 (env=prod, region=eu-west-1, ip=250.222.97.229, request_id=l0vtjznh359eblv5, trace_id=ts8kbbuskqj2rxvgk6eshv7b, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:15:27 | INFO | db | Job completed successfully: job=sync-users duration_ms=458 (env=dev, region=us-east-1, ip=218.19.171.69, request_id=qlp9y02f3lo7fxjq, trace_id=qi16l66xz3mrn54op7mn9v38, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:15:32 | INFO | db | Job completed successfully: job=rebuild-index duration_ms=1336 (env=staging, region=me-south-1, ip=216.126.173.96, request_id=cli4ffr782rijl9g, trace_id=gd7fbwyvepq288cqtyrcm949, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:16:09 | INFO | db | Batch processed records=3246 duration_ms=377 (env=staging, region=ap-southeast-1, ip=247.199.103.193, request_id=8v89vieg6n1kymg8, trace_id=b8ys2gxaaelshlq0gs1ckxe6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:16:33 | INFO | db | Job completed successfully: job=cleanup-sessions duration_ms=1954 (env=staging, region=eu-west-1, ip=243.74.173.54, request_id=bllvxo7gss7oo0o2, trace_id=in6krlk3hicy4ycrnfgbos7z, ua="PostmanRuntime/7.36.0")
2026-02-01 12:16:37 | INFO | db | File uploaded id=file_cazji4pd15 bytes=3657838 (env=dev, region=ap-southeast-1, ip=233.144.106.206, request_id=ohki0yq95musontu, trace_id=ueevhc6q2omslk4acc4doagi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:17:15 | INFO | db | Batch processed records=3862 duration_ms=2253 (env=dev, region=ap-southeast-1, ip=140.140.136.96, request_id=ji5udql2oio22wo1, trace_id=f04ls60nqme79mhiki1pc5ou, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:17:16 | INFO | db | Batch processed records=4219 duration_ms=2027 (env=prod, region=us-east-1, ip=80.135.172.31, request_id=ybdfwutsgybop5fh, trace_id=p2z1hai7z5p589pxddvq4bh5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:17:53 | INFO | db | User logout success user_id=4606 (env=dev, region=ap-southeast-1, ip=134.105.82.75, request_id=wjb80au9w13z6iaf, trace_id=k6kjc0yerztbux4qqrl8562u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:18:19 | INFO | db | Token refreshed user_id=1921 (env=prod, region=us-east-1, ip=177.61.20.203, request_id=j0v4zhkh9ukeexzi, trace_id=krhd6yekxldzubgdqsehe3df, ua="PostmanRuntime/7.36.0")
2026-02-01 12:18:27 | INFO | db | Batch processed records=3861 duration_ms=1047 (env=prod, region=me-south-1, ip=136.54.156.4, request_id=ltvpdrv9vx7atldz, trace_id=1yg5jsepzwiz92u1o3uz5c0t, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:18:36 | INFO | db | GET /inventory/SKU14674 401 (1179ms) (env=prod, region=us-east-1, ip=212.232.155.76, request_id=exgmbf5uf3ugycdr, trace_id=s9hjzm3nplc3nj6ob1y2397x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:19:18 | ERROR | db | Service dependency not responding dependency=payments-api (env=prod, region=me-south-1, ip=86.19.62.68, request_id=dkvl5j6zq08lfuxs, trace_id=bokx9w1c2wk9uptncnoyxmyq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:19:23 | WARN | db | Queue backlog growing size=8342 (env=prod, region=me-south-1, ip=209.205.102.27, request_id=09tjnt2nsm1m19xz, trace_id=34rdxv3fr7b530s7wggd2e3v, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:21:10 | INFO | db | Token refreshed user_id=1363 (env=staging, region=us-east-1, ip=102.132.6.10, request_id=rbuk93lf44brqwt4, trace_id=s25jfumg433d75b5f4pnsai1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:21:17 | WARN | db | Slow response detected (366ms) endpoint=/notifications/push (env=prod, region=me-south-1, ip=54.74.182.138, request_id=b5pj1o43utfr80dn, trace_id=huwlqckgye4lvrh2qaa82z71, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:21:42 | INFO | db | File uploaded id=file_fwl9mmjs6g bytes=7297277 (env=prod, region=us-east-1, ip=122.54.83.51, request_id=sloj1ti6xvhkmb25, trace_id=2euiq77ndswt2ac6ei4fsqa9, ua="curl/8.4.0")
2026-02-01 12:22:04 | INFO | db | File uploaded id=file_ye3opl6lb6 bytes=9973061 (env=staging, region=eu-west-1, ip=232.84.11.78, request_id=gzyr02y75rbyho1l, trace_id=j0artykuuknxbzxa06jc3xlq, ua="curl/8.4.0")
2026-02-01 12:22:13 | INFO | db | Token refreshed user_id=4234 (env=staging, region=us-east-1, ip=146.240.133.253, request_id=jdxqndateshjwnj6, trace_id=gp4svyre7tjrovh6f796hs91, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:24:04 | INFO | db | User logout success user_id=4569 (env=dev, region=ap-southeast-1, ip=33.32.88.193, request_id=ahv243t5vvk8v0rb, trace_id=jgshk4nwfho6fm9t2hq9go32, ua="PostmanRuntime/7.36.0")
2026-02-01 12:24:07 | INFO | db | Job completed successfully: job=sync-users duration_ms=1685 (env=prod, region=us-east-1, ip=93.177.192.154, request_id=p43pi9dxfs2qnpyz, trace_id=nqd9ncnjaeud6xrzvhaajuq8, ua="PostmanRuntime/7.36.0")
2026-02-01 12:24:56 | INFO | db | User login success user_id=9306 (env=prod, region=us-east-1, ip=217.100.111.164, request_id=xqvz9ytqh510hh2o, trace_id=k0okwie85hcxzigu6gpb0kto, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:25:14 | WARN | db | Queue backlog growing size=971 (env=prod, region=ap-southeast-1, ip=176.199.120.70, request_id=d4q93fw5mf7dip7t, trace_id=7aychz2tefzxow6422ehwnyc, ua="PostmanRuntime/7.36.0")
2026-02-01 12:25:29 | INFO | db | Config loaded version=5.11.37 (env=prod, region=us-east-1, ip=146.82.3.250, request_id=vsi45z6kuonrri17, trace_id=a7v4iqmqcfml48ocf2zuj52u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:25:31 | INFO | db | User login success user_id=6609 (env=staging, region=me-south-1, ip=146.151.216.97, request_id=o1lz4p28d81353fs, trace_id=7sruu0vsgjzn3icdz9hz53sj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:25:32 | INFO | db | Job completed successfully: job=sync-users duration_ms=1972 (env=prod, region=me-south-1, ip=56.28.10.17, request_id=p2mqop6z6vxde3wu, trace_id=sysi4b6g6z5v4c6k6ns3ty6o, ua="PostmanRuntime/7.36.0")
2026-02-01 12:26:12 | WARN | db | Rate limit nearing threshold remaining=31 (env=dev, region=me-south-1, ip=84.214.176.158, request_id=dyfg48aitdt4qhg0, trace_id=w6ks8ijay9vqekavpwdidhsz, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:26:29 | INFO | db | User login success user_id=6022 (env=prod, region=us-east-1, ip=76.136.163.214, request_id=qh7gz0dce0ihafvq, trace_id=lkheo6tajpqw9mo19bs3tk9w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:26:49 | INFO | db | Config loaded version=2.2.38 (env=prod, region=ap-southeast-1, ip=236.236.91.19, request_id=ftxpqrz2vsvh73td, trace_id=yt0djt07oud6d45ugjxjyd2w, ua="curl/8.4.0")
2026-02-01 12:27:36 | INFO | db | Cache miss key=rate:119.114.29.38 (env=prod, region=ap-southeast-1, ip=119.114.29.38, request_id=rnnk7g1aifkvvko3, trace_id=z4zmtbq3f71jgy9ofic7rbex, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:28:00 | INFO | db | Cache hit key=sess:2424 ttl_s=455 (env=prod, region=us-east-1, ip=16.175.222.15, request_id=wzvt8akbuiz5t6lp, trace_id=45gnb6cir0tmfg6w9xepmgzi, ua="PostmanRuntime/7.36.0")
2026-02-01 12:28:16 | INFO | db | Metrics pushed cpu=40% mem=76% (env=prod, region=ap-southeast-1, ip=181.249.95.59, request_id=i90a5obv41upywyd, trace_id=k1pj50yzeth43raogy1ifz40, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:28:24 | INFO | db | Cache miss key=cart:8722 (env=prod, region=me-south-1, ip=251.8.36.122, request_id=vu2etxuqm852v7wx, trace_id=l31pcx02yfh8p15ks4u7yocu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:28:29 | INFO | db | Batch processed records=3285 duration_ms=2442 (env=prod, region=ap-southeast-1, ip=144.23.164.223, request_id=eilx4d5wriwjmw5v, trace_id=dpdfieid3jcvcg9woyi71dk2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:28:32 | INFO | db | Config loaded version=5.9.44 (env=prod, region=me-south-1, ip=54.239.169.111, request_id=m89skjg2d47s8chi, trace_id=1rxsl3gy2o5h1ishbwa8io3c, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:29:04 | INFO | db | Config loaded version=5.10.34 (env=staging, region=eu-west-1, ip=187.248.196.232, request_id=7llgk2m9vjzbfjap, trace_id=1utcugkscjxi6yoq7bgqjx7x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:29:15 | INFO | db | PATCH /logout 401 (3042ms) (env=staging, region=us-east-1, ip=182.96.2.172, request_id=87k056014bfu0c15, trace_id=kb1p5dqsncn5yd77k3jnmbz3, ua="PostmanRuntime/7.36.0")
2026-02-01 12:29:21 | INFO | db | User login success user_id=7828 (env=staging, region=ap-southeast-1, ip=93.43.250.194, request_id=wb70nk7px5xrakbx, trace_id=qh4xjg94q2k862658gw7kbsn, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:29:23 | INFO | db | PATCH /logout 409 (743ms) (env=prod, region=me-south-1, ip=232.189.26.32, request_id=56u0qzdyqvb8zwmi, trace_id=39r6dochy48o8lu4ph3w9y6o, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:30:22 | INFO | db | Batch processed records=1658 duration_ms=3245 (env=prod, region=ap-southeast-1, ip=175.162.202.137, request_id=14l2czygcwaag36m, trace_id=q2i4o0ccu2d97ozzv7czh3r1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:30:27 | INFO | db | Metrics pushed cpu=22% mem=71% (env=prod, region=ap-southeast-1, ip=41.145.38.15, request_id=ijq33tqeek8r6owj, trace_id=4y1v9hld0hckwi8f9chmhi1j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:30:32 | INFO | db | DELETE /inventory/SKU62096 429 (77ms) (env=prod, region=me-south-1, ip=210.9.124.161, request_id=5gua6kn8fiv9nz70, trace_id=pqdysa9our7rchv10k9udu05, ua="PostmanRuntime/7.36.0")
2026-02-01 12:30:34 | INFO | db | Cache miss key=user:3344 (env=prod, region=me-south-1, ip=210.60.82.110, request_id=ujs35f3kl202ike0, trace_id=ad2r58msyv32ddv5zttrze95, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:30:37 | INFO | db | PUT /users/3780/profile 429 (1453ms) (env=prod, region=eu-west-1, ip=4.237.120.11, request_id=c6kkxocciv82nngz, trace_id=6sic817ohx8654xdasjhd497, ua="curl/8.4.0")
2026-02-01 12:30:46 | INFO | db | User login success user_id=8308 (env=prod, region=us-east-1, ip=127.85.154.203, request_id=m6fvkm6wpmuigplp, trace_id=98iprfsik7n3brosjcw8yznl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:31:09 | INFO | db | User login success user_id=2989 (env=prod, region=ap-southeast-1, ip=176.52.210.106, request_id=yujnrb4v7rgwtguv, trace_id=qdnxhl4429qsvia87rfzznx3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:31:23 | INFO | db | Cache hit key=cart:9737 ttl_s=1187 (env=staging, region=ap-southeast-1, ip=18.35.46.236, request_id=ca8ylu305c3pabf9, trace_id=5dwydu37qdaysw0eyhc4ee9r, ua="PostmanRuntime/7.36.0")
2026-02-01 12:31:30 | INFO | db | User logout success user_id=4777 (env=staging, region=me-south-1, ip=39.247.122.152, request_id=tfyxf3siqu64o85z, trace_id=pdpwugz0glfeota7llqtur3l, ua="PostmanRuntime/7.36.0")
2026-02-01 12:32:34 | INFO | db | Cache hit key=inv:SKU49754 ttl_s=3245 (env=prod, region=us-east-1, ip=50.41.166.80, request_id=bdvair0he03l6sj6, trace_id=jnqvzwpzo4w9fv4qb0dpvglg, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:32:38 | WARN | db | Disk usage above 80% disk=85% (env=staging, region=ap-southeast-1, ip=10.162.86.64, request_id=8eo2v9rpbmnucrkl, trace_id=v3gz2j5farmk0qhhvfucg1qr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:32:50 | INFO | db | GET /files/upload 429 (1219ms) (env=dev, region=eu-west-1, ip=111.20.86.181, request_id=ry89wd9fv5clx1aq, trace_id=z1yabc1oiopqye5sun55nqke, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:33:52 | WARN | db | High memory usage warning mem=73% (env=staging, region=eu-west-1, ip=197.58.142.216, request_id=3abqlikg75gfi714, trace_id=uyl9gb2d4jblcmzcixffh0xt, ua="curl/8.4.0")
2026-02-01 12:34:00 | INFO | db | POST /orders 200 (1242ms) (env=staging, region=me-south-1, ip=228.124.39.97, request_id=mutc7d0xs73asdyy, trace_id=kfxjx96wajl1310jm83vmti8, ua="curl/8.4.0")
2026-02-01 12:34:34 | ERROR | db | Connection refused dependency=postgres (env=prod, region=us-east-1, ip=245.204.166.55, request_id=4razht2oaxee9uag, trace_id=oqh1logsm5am98lwaadb16h3, ua="curl/8.4.0")
2026-02-01 12:34:47 | INFO | db | Config loaded version=1.1.17 (env=prod, region=ap-southeast-1, ip=208.204.134.29, request_id=u3j251wgkotsjolk, trace_id=mih9nhm4czbi3oyr5gwl652r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:35:07 | ERROR | db | Upstream service unavailable dependency=orders-api (env=staging, region=eu-west-1, ip=164.119.95.205, request_id=08b7fbkm676yps2g, trace_id=nh4yl3chwm9fq2n6nhb57tve, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:35:53 | WARN | db | High memory usage warning mem=91% (env=staging, region=ap-southeast-1, ip=17.153.97.207, request_id=mn3kuebzq3gs5k45, trace_id=7yeo218c5okhqwrkhtxf0n6o, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:36:17 | WARN | db | Elevated error rate observed window_s=300 rate=3.9% (env=staging, region=eu-west-1, ip=54.53.28.140, request_id=hou3t826e7nrqmfz, trace_id=3ca9ql5ro5rx6xd2sqe81c4u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:36:23 | ERROR | db | Payment gateway returned 400 provider=paypal (env=staging, region=ap-southeast-1, ip=231.244.101.59, request_id=f69pejdn5ncjs0ds, trace_id=tvd6hjufm3lsvr8ppbhw4673, ua="PostmanRuntime/7.36.0")
2026-02-01 12:36:30 | INFO | db | Cache miss key=sess:1127 (env=prod, region=eu-west-1, ip=189.69.1.237, request_id=pevgc8uw8pwhvc62, trace_id=powc9hh8o77kafpbl7z6brop, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:36:49 | ERROR | db | Service dependency not responding dependency=s3 (env=prod, region=me-south-1, ip=247.34.195.63, request_id=zabvupvzayaa1v9k, trace_id=pgt90wybilxv18xz8d547opr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:36:59 | INFO | db | File uploaded id=file_heh52f8b24 bytes=4133367 (env=prod, region=eu-west-1, ip=4.28.179.181, request_id=erht8yd6p889ke2m, trace_id=zoekj1gelm2diibk7grpopbv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:37:10 | WARN | db | High memory usage warning mem=74% (env=prod, region=us-east-1, ip=143.53.27.54, request_id=2ifpwkthhyjpjltu, trace_id=htiqt4f2he3fobhx1dohu2t1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:37:35 | INFO | db | User logout success user_id=5695 (env=prod, region=eu-west-1, ip=102.125.185.155, request_id=l5suz6rj55wy3ugm, trace_id=qrbinhs0ku8huvdgvupassc5, ua="PostmanRuntime/7.36.0")
2026-02-01 12:37:48 | INFO | db | File uploaded id=file_vkaaujgony bytes=665095 (env=prod, region=eu-west-1, ip=41.26.140.212, request_id=v52f43k5vwf46mi3, trace_id=usqkk0dwc08hcnl0s51jru2a, ua="curl/8.4.0")
2026-02-01 12:38:24 | INFO | db | DELETE /health 500 (239ms) (env=prod, region=us-east-1, ip=160.42.47.114, request_id=522vssfjuuiinuy2, trace_id=hkvl5dkklz1a2ilvuh3wqjou, ua="curl/8.4.0")
2026-02-01 12:38:58 | INFO | db | Cache miss key=rate:179.215.45.233 (env=prod, region=me-south-1, ip=179.215.45.233, request_id=n4b79dw67x8veyq6, trace_id=4ncg1cr3rcrtg4c0y069nbvx, ua="PostmanRuntime/7.36.0")
2026-02-01 12:39:40 | INFO | db | Job completed successfully: job=daily-report duration_ms=3116 (env=staging, region=ap-southeast-1, ip=139.21.83.185, request_id=vzvc1bvdww1cz63q, trace_id=tnhscpsy63j17fz4feykm77h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:39:43 | INFO | db | User login success user_id=2871 (env=prod, region=me-south-1, ip=23.138.55.118, request_id=ewvd3fc75rizsm66, trace_id=brtjxiv050rfxvge69w7gqaq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:39:45 | INFO | db | Batch processed records=3433 duration_ms=602 (env=prod, region=eu-west-1, ip=68.31.130.140, request_id=uij527m681cnsmmt, trace_id=kjz51menvsaqj896dzco1l41, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:39:49 | INFO | db | Cache miss key=user:4245 (env=prod, region=me-south-1, ip=87.133.190.243, request_id=8er64pzn1x2d28q4, trace_id=88hgj7e7eu2t6jmf6ar15cc3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:40:53 | INFO | db | User login success user_id=4468 (env=dev, region=eu-west-1, ip=150.133.226.241, request_id=rb9h74eqhp895djc, trace_id=uspw0fwtfik5of8wn1a8jdlo, ua="curl/8.4.0")
2026-02-01 12:41:22 | WARN | db | Temporary network jitter detected rtt_ms=822 (env=prod, region=me-south-1, ip=37.117.3.34, request_id=ihkxobaqtedzw18o, trace_id=x1zzrffcvhm7oip53ay26qzt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:41:25 | INFO | db | Cache miss key=rate:35.214.93.19 (env=prod, region=us-east-1, ip=35.214.93.19, request_id=1nuyi8ndwxkbv8c4, trace_id=p3oxtaxhx71xn9muuaoavpzw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:41:30 | INFO | db | Metrics pushed cpu=58% mem=42% (env=prod, region=eu-west-1, ip=205.98.158.152, request_id=bh2zyxd316ukpth2, trace_id=vkwhcfvtnnao4xschajbga9e, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:42:32 | INFO | db | Batch processed records=815 duration_ms=2785 (env=prod, region=ap-southeast-1, ip=112.209.149.165, request_id=z6bbcprk0ujc72rc, trace_id=q19cm6j8wthobr4od9kazpmt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:42:54 | INFO | db | File uploaded id=file_jmzp7cfdo6 bytes=4287251 (env=prod, region=eu-west-1, ip=239.51.164.164, request_id=x8kodcleyongwx1r, trace_id=179sw8pmui712pl59hxnsvr4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:43:03 | WARN | db | Slow response detected (1305ms) endpoint=/payments/charge (env=prod, region=eu-west-1, ip=130.146.13.106, request_id=zbzj6zdp9yb9o1xm, trace_id=mz6lrudk1xxej9w6mty061p7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:43:25 | INFO | db | User logout success user_id=2189 (env=prod, region=us-east-1, ip=152.170.230.166, request_id=bzm4t6r2t5m7xkfz, trace_id=kr2r6a6vxpxp3zdqigz0jxrw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:43:43 | WARN | db | Queue backlog growing size=7526 (env=prod, region=ap-southeast-1, ip=113.107.93.90, request_id=ow1xmji6ig8siiwe, trace_id=pk5hjj9ucgr52r9qdq626ip9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:44:05 | INFO | db | User logout success user_id=4916 (env=staging, region=eu-west-1, ip=254.132.203.152, request_id=hyniq2rf8thpzby6, trace_id=qwlkcoambxklk6uwjj7lez9a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:44:17 | ERROR | db | Upstream service unavailable dependency=redis (env=staging, region=eu-west-1, ip=171.8.95.151, request_id=z3pl34x1qb267o6c, trace_id=pl30ykpdmzmp242fhyhddn4n, ua="PostmanRuntime/7.36.0")
2026-02-01 12:44:22 | ERROR | db | Authentication failed due to invalid token user_id=9221 (env=prod, region=ap-southeast-1, ip=181.223.182.137, request_id=g2rfsqro3j4e3v9s, trace_id=ysjwz9toichd201w5swn9v92, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:45:04 | WARN | db | Queue backlog growing size=3911 (env=dev, region=us-east-1, ip=75.183.150.203, request_id=ca4mkvsekbqkquj0, trace_id=karqej0da5dx3t5gl8h1hpeh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:45:13 | ERROR | db | DB timeout while fetching user profile user_id=4370 (env=staging, region=eu-west-1, ip=165.194.123.171, request_id=5kjb4raol9pjv4vk, trace_id=zcyxjl6t9rebjw02f0qm473i, ua="curl/8.4.0")
2026-02-01 12:45:23 | ERROR | db | Payment gateway returned 502 provider=paypal (env=prod, region=ap-southeast-1, ip=121.80.47.76, request_id=w8tp6snzbn3k6tx8, trace_id=frnj5jd3ek75lg6mjpscuqih, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:46:08 | INFO | db | Token refreshed user_id=3667 (env=staging, region=ap-southeast-1, ip=102.96.134.94, request_id=sjha7evyns7jhn9a, trace_id=8jb43pd7e6pl13w8wu03fb9r, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:46:16 | WARN | db | Elevated error rate observed window_s=300 rate=7.5% (env=prod, region=eu-west-1, ip=170.149.212.20, request_id=ugy6nheimc4yiqhf, trace_id=biumkrx0fb8u37n5b9xn2ljv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 12:48:49 | INFO | db | File uploaded id=file_d9zdvbpeyj bytes=2642358 (env=prod, region=us-east-1, ip=84.240.206.240, request_id=slmd25ey1q2ve3ya, trace_id=a4ybz8dk1vcvbhzfqs91u321, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:49:06 | WARN | db | Rate limit nearing threshold remaining=40 (env=prod, region=me-south-1, ip=132.49.39.247, request_id=uhsoy19xx2exi4v8, trace_id=ac0hcsyp3e7zu7lap436anig, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:49:13 | WARN | db | Circuit breaker half-open dependency=orders-api (env=prod, region=ap-southeast-1, ip=156.215.32.1, request_id=tby2t3jwqdw7oo4q, trace_id=q48lqi1l6ckhxdz8rozy7lk7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:49:52 | INFO | db | Metrics pushed cpu=19% mem=58% (env=prod, region=eu-west-1, ip=47.77.149.239, request_id=655vsf6qyiafxv6k, trace_id=g1eavo515jfejjsv3c7bu1u0, ua="curl/8.4.0")
2026-02-01 12:49:55 | INFO | db | PATCH /admin/config 201 (326ms) (env=prod, region=us-east-1, ip=86.176.4.131, request_id=d323epofgutv5qc0, trace_id=niv8cgz7tqwrp25egu3gixet, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:50:11 | INFO | db | User logout success user_id=3040 (env=dev, region=me-south-1, ip=86.91.52.183, request_id=qx0objuk9rcx6z1t, trace_id=zzv9ng2c9hkg156y0hik6o4i, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 12:50:24 | INFO | db | Cache miss key=cart:5050 (env=prod, region=us-east-1, ip=18.31.51.6, request_id=suy32dysk4lj70k0, trace_id=70071miyvubfh6h2s0789rnq, ua="PostmanRuntime/7.36.0")
2026-02-01 12:50:55 | INFO | db | Cache miss key=rate:36.80.164.157 (env=prod, region=me-south-1, ip=36.80.164.157, request_id=6u18ngbvxbytl6bv, trace_id=he5khj0zr5c9j6qy1ykx655h, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 12:51:03 | WARN | db | Queue backlog growing size=7209 (env=prod, region=us-east-1, ip=30.65.145.167, request_id=w4ltkz7bq6tx0jcq, trace_id=zkh9ue6lpyqh05icqrr5kjkl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:51:29 | WARN | db | Retrying request to upstream service attempt=2 (env=staging, region=me-south-1, ip=38.193.10.40, request_id=x749jx8zk2rx5u7w, trace_id=sykwxkmb04c5snhdilb16be4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:52:06 | INFO | db | User logout success user_id=1588 (env=prod, region=us-east-1, ip=63.76.48.131, request_id=ukbm361gcz1cea0r, trace_id=qfef9ejbpccmu1j5suxnh44c, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 12:53:04 | INFO | db | Metrics pushed cpu=54% mem=56% (env=staging, region=me-south-1, ip=46.176.148.198, request_id=xnn47esyuqprfnvx, trace_id=xvwikh0gbiaeumwjav34lvjo, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
