2026-02-01 00:00:11 | INFO | search | Job completed successfully: job=daily-report duration_ms=1209 (env=dev, region=eu-west-1, ip=65.36.116.91, request_id=mf5yt5cziu6uuzel, trace_id=jl8oanwjmrs99gvj2rtvhuwt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:11:07 | INFO | search | Config loaded version=4.4.50 (env=dev, region=eu-west-1, ip=174.132.247.246, request_id=3dul2apfqfw25s1e, trace_id=nea0mphjx8oxv334k0lxtaps, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:11:21 | INFO | search | File uploaded id=file_456f3v0723 bytes=938106 (env=prod, region=ap-southeast-1, ip=86.89.250.249, request_id=928ekqf8ku5ze8mh, trace_id=6g1cjxu3hbxklwbck26jd76z, ua="curl/8.4.0")
2026-02-01 09:11:46 | INFO | search | File uploaded id=file_xpu2rl8s4i bytes=8465347 (env=prod, region=us-east-1, ip=19.177.136.217, request_id=0b4vcefa23re07c1, trace_id=dwp9um43r5mln22tg3jkcm7m, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:12:03 | INFO | search | Token refreshed user_id=4377 (env=prod, region=me-south-1, ip=192.150.92.10, request_id=w9qra1ofttl2vkc1, trace_id=1we7tody3lbn88zzj7b7wrm4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:12:04 | INFO | search | Token refreshed user_id=4688 (env=prod, region=ap-southeast-1, ip=242.132.51.201, request_id=9631ywwhme9a1zdv, trace_id=cdnfzo0zta4atkq8zpiwdpxt, ua="curl/8.4.0")
2026-02-01 09:12:14 | INFO | search | Batch processed records=4187 duration_ms=1806 (env=prod, region=us-east-1, ip=6.101.3.37, request_id=9nuw8tn05j15j303, trace_id=gpjkxmoplbrc2wtoidfw642r, ua="curl/8.4.0")
2026-02-01 09:12:22 | INFO | search | Token refreshed user_id=9600 (env=dev, region=ap-southeast-1, ip=97.182.37.43, request_id=28w6lpvc4dfzp8so, trace_id=saw9vlulqqwld3t7qq9u8va5, ua="PostmanRuntime/7.36.0")
2026-02-01 09:12:41 | INFO | search | User login success user_id=4375 (env=prod, region=ap-southeast-1, ip=48.210.85.24, request_id=x8k39zuo6hedkzoq, trace_id=9295zypevnrntz61teupzy6s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:12:49 | INFO | search | Config loaded version=2.4.46 (env=prod, region=me-south-1, ip=36.241.138.137, request_id=37vrwnbncw8gdw7j, trace_id=iq5b8y4ro4362hb8jjd1f2d7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:13:33 | INFO | search | Cache miss key=cart:5224 (env=prod, region=eu-west-1, ip=17.161.170.227, request_id=3mj90jckkgzret6q, trace_id=p5l2hgzj3i6ebj44yfuy4ddw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:14:16 | INFO | search | Config loaded version=1.13.0 (env=prod, region=me-south-1, ip=73.73.197.109, request_id=qa6xazsv4542jqwf, trace_id=kw8dhyegwac9luuoi0okqqow, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:14:21 | INFO | search | Cache hit key=sess:6982 ttl_s=524 (env=staging, region=eu-west-1, ip=34.61.105.200, request_id=cy5dkwam33hraag8, trace_id=ran1y9f7gfmeya11f1tre92i, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:14:23 | INFO | search | File uploaded id=file_trcwb7f5uc bytes=1776132 (env=prod, region=eu-west-1, ip=87.87.42.198, request_id=1k02w82dftywozlm, trace_id=3plwzpb5dm9wedrg0i0o3c1g, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:14:30 | INFO | search | Metrics pushed cpu=71% mem=92% (env=prod, region=me-south-1, ip=253.27.215.93, request_id=1273ue1irak3xyma, trace_id=ydlxv9dzonp6oda8tu5zy2z7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:14:49 | INFO | search | User login success user_id=4187 (env=staging, region=us-east-1, ip=229.223.22.85, request_id=0sw2sj0jfmadnb92, trace_id=md32olit34hshu0btahdzvai, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:15:05 | INFO | search | Batch processed records=3397 duration_ms=121 (env=dev, region=me-south-1, ip=114.23.205.220, request_id=z1eq0sy605subauj, trace_id=sdi9u85enfl9vou3rqbcn7yy, ua="PostmanRuntime/7.36.0")
2026-02-01 09:15:10 | INFO | search | Cache miss key=user:6399 (env=prod, region=eu-west-1, ip=226.161.30.84, request_id=nrg15kcgoqqxz432, trace_id=h31d8wioldvbcds0tqrzrt93, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:15:11 | INFO | search | File uploaded id=file_qgggodu90q bytes=7037071 (env=dev, region=us-east-1, ip=27.203.16.171, request_id=vc8j3yp21567qtuq, trace_id=4xc3gpms81wthn7uvoaojpuz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:15:42 | INFO | search | Metrics pushed cpu=82% mem=26% (env=prod, region=us-east-1, ip=215.236.5.94, request_id=b1wggxj2r7o3n5oo, trace_id=90bwifwk6kdxo0sok4wrkljr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:15:56 | INFO | search | Metrics pushed cpu=6% mem=12% (env=staging, region=me-south-1, ip=65.2.24.101, request_id=xe4jj9avtqr2axak, trace_id=bk14ob981g09lj30zqjwmy3a, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:15:58 | INFO | search | Job completed successfully: job=rebuild-index duration_ms=2201 (env=prod, region=eu-west-1, ip=209.3.53.141, request_id=0m3eflj74c1m2f0l, trace_id=iiew8foso3txr10ot9z89m0h, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:16:51 | INFO | search | Token refreshed user_id=7499 (env=dev, region=us-east-1, ip=114.36.122.173, request_id=pqu05ik6u7h6gg50, trace_id=p1s9qx94vgj024pczxxgxdch, ua="curl/8.4.0")
2026-02-01 09:17:03 | INFO | search | User login success user_id=1959 (env=prod, region=me-south-1, ip=173.252.70.74, request_id=n5xov8jqy3pk2wov, trace_id=wne3o74r7j21rsgrtcw4iwvq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:17:40 | INFO | search | Cache hit key=inv:SKU99159 ttl_s=2651 (env=prod, region=me-south-1, ip=139.103.23.120, request_id=99h54afeud4dlfkp, trace_id=stuyn1sl8vaqralqnlz3vq40, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:18:03 | INFO | search | User logout success user_id=9632 (env=prod, region=us-east-1, ip=71.33.181.22, request_id=jb488daq0s05pkbb, trace_id=47ibbv5p0kb1vuvg3fxir0fc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:18:53 | INFO | search | Job completed successfully: job=send-digests duration_ms=2592 (env=staging, region=eu-west-1, ip=132.65.92.23, request_id=9lmj8r52qr3cknqo, trace_id=0rnrpu19rynx0s1i4ydjglcp, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:18:54 | INFO | search | User logout success user_id=3461 (env=prod, region=me-south-1, ip=33.158.14.209, request_id=zwsfxdsh3vylz7ma, trace_id=eec1lbygir68p0wg1dwfqq3q, ua="PostmanRuntime/7.36.0")
2026-02-01 09:19:00 | INFO | search | Job completed successfully: job=invoice-run duration_ms=1435 (env=staging, region=me-south-1, ip=179.189.92.252, request_id=wohcvlm0689ap96u, trace_id=z7nqvpf5wkslcff0ik12njk0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:19:40 | INFO | search | User logout success user_id=9800 (env=prod, region=me-south-1, ip=207.13.214.95, request_id=eb7vdzkcmvlm3q8y, trace_id=y3hdnrgefedc66mgy4ncnh59, ua="PostmanRuntime/7.36.0")
2026-02-01 09:20:05 | INFO | search | User login success user_id=2215 (env=prod, region=ap-southeast-1, ip=54.37.129.207, request_id=ceacdwz225imzvd2, trace_id=nrk50jl0js95dcg3y2t8a9jy, ua="curl/8.4.0")
2026-02-01 09:21:52 | INFO | search | Metrics pushed cpu=32% mem=72% (env=staging, region=me-south-1, ip=96.170.54.82, request_id=ntexr9tkx0nb27pm, trace_id=ehud9lu93gscg0csuwgaoxic, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:21:54 | INFO | search | Cache miss key=cart:3790 (env=dev, region=me-south-1, ip=23.113.76.173, request_id=t6zk9pqj25utrwl9, trace_id=9rpjypyhe9woeuwf9rz32ggr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:22:13 | INFO | search | Job completed successfully: job=cleanup-sessions duration_ms=2794 (env=prod, region=eu-west-1, ip=95.153.194.129, request_id=7lxftktlpz4jdpwo, trace_id=p5k0lq0mkhjnfi40lkvmtkev, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:22:22 | INFO | search | Token refreshed user_id=2078 (env=staging, region=ap-southeast-1, ip=107.73.156.106, request_id=1hcg5frapd9pkg5q, trace_id=enoh8c4y5zj8uk9ezbegdm8s, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:23:25 | INFO | search | Cache miss key=cart:9236 (env=prod, region=us-east-1, ip=157.82.10.192, request_id=mcc7man71bi0f6uv, trace_id=27ae270vh2p2642bho87i8hp, ua="curl/8.4.0")
2026-02-01 09:24:36 | INFO | search | User logout success user_id=7231 (env=staging, region=eu-west-1, ip=233.200.234.27, request_id=190o5hfo45jjygx1, trace_id=zdgcujc0dxyl8x0a2gx2r0l1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:24:56 | INFO | search | Batch processed records=661 duration_ms=2111 (env=prod, region=me-south-1, ip=2.61.235.240, request_id=hnmlvrkcp614mluo, trace_id=5n77xbct4stqlhci22iswpmd, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:25:21 | INFO | search | File uploaded id=file_lggh264ki0 bytes=3969540 (env=prod, region=me-south-1, ip=147.53.146.27, request_id=gnzaazzisurbkszo, trace_id=jcs28at0wm428s808slww1ug, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:25:24 | INFO | search | Metrics pushed cpu=61% mem=66% (env=staging, region=eu-west-1, ip=250.232.43.74, request_id=gx5etuu1ovnd4z6w, trace_id=gpxbcwvg1e8328sxrjloylks, ua="PostmanRuntime/7.36.0")
2026-02-01 09:26:20 | INFO | search | File uploaded id=file_k6xks8fpew bytes=2274913 (env=prod, region=us-east-1, ip=65.156.135.35, request_id=zcuzkzv85uqqn534, trace_id=9kke0dyqmkfe4uqevx31qwm9, ua="PostmanRuntime/7.36.0")
2026-02-01 09:26:30 | INFO | search | File uploaded id=file_5oi08hokxr bytes=2155310 (env=prod, region=eu-west-1, ip=208.164.181.94, request_id=7ex4wec8uuntxgrz, trace_id=9qmf9n41k9zv5v5k48w827ng, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:26:57 | INFO | search | Cache hit key=rate:25.39.198.152 ttl_s=3209 (env=prod, region=eu-west-1, ip=25.39.198.152, request_id=900o31693koumq24, trace_id=vau3f4w8ksb228ixcbk0bdmq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:27:55 | INFO | search | Cache hit key=sess:9305 ttl_s=3106 (env=prod, region=us-east-1, ip=210.116.61.109, request_id=5ajt8a5k5s15p420, trace_id=s4kqwxc5m7ioxczjg6v4sy5p, ua="PostmanRuntime/7.36.0")
2026-02-01 09:28:14 | INFO | search | Token refreshed user_id=4871 (env=dev, region=me-south-1, ip=185.16.119.78, request_id=oimxlcrr5de16dzt, trace_id=7uhvdd1bqjf0ezcjvynwlaoh, ua="PostmanRuntime/7.36.0")
2026-02-01 09:28:43 | INFO | search | Batch processed records=2121 duration_ms=617 (env=prod, region=ap-southeast-1, ip=140.146.114.193, request_id=scx5dtjkbdhrqms2, trace_id=otlhdaq79f2a5sa9xfjc7y5n, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:29:58 | INFO | search | Config loaded version=5.9.36 (env=prod, region=me-south-1, ip=199.183.1.79, request_id=wxw50y00s1dict25, trace_id=hngv9794ul1qye0i8encws02, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:30:10 | INFO | search | Cache hit key=sess:5711 ttl_s=2915 (env=staging, region=ap-southeast-1, ip=107.145.48.116, request_id=qfo5ile1b3wn4tuo, trace_id=zbvbxufwmijb34vlxh5v2vsi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:31:01 | INFO | search | User logout success user_id=6198 (env=dev, region=eu-west-1, ip=99.57.50.82, request_id=bouglf30jv4ut4h6, trace_id=3cg69f9oix4ialmgcg3eijos, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:32:08 | INFO | search | Cache miss key=cart:5114 (env=prod, region=me-south-1, ip=224.169.226.103, request_id=2ftpx0sx6in7gg7h, trace_id=d2damp702vz9c5k1lp1jb0ri, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:33:09 | INFO | search | User login success user_id=2136 (env=dev, region=us-east-1, ip=149.240.6.109, request_id=4mppqhq9efne13ae, trace_id=x2mmcqrynmpv4b6isu2cf9yn, ua="curl/8.4.0")
2026-02-01 09:33:16 | INFO | search | Batch processed records=1322 duration_ms=3148 (env=prod, region=us-east-1, ip=73.62.20.239, request_id=3bu5x1fdvg8erfl1, trace_id=5alyzkzb11kqpzx9l8qyeror, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:33:34 | INFO | search | Token refreshed user_id=4244 (env=dev, region=me-south-1, ip=215.99.187.247, request_id=sabogupo4ugs15al, trace_id=hks84ht5ry4tjcgrdoyr1bx7, ua="PostmanRuntime/7.36.0")
2026-02-01 09:33:50 | INFO | search | Config loaded version=3.4.39 (env=prod, region=me-south-1, ip=240.127.95.95, request_id=ipr1btd1us3gz0ng, trace_id=31g1ag0j0eat70ajo4c9mhvj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:34:02 | INFO | search | Config loaded version=1.13.40 (env=staging, region=us-east-1, ip=68.218.56.127, request_id=waexra6no4vdvcp3, trace_id=s8ygs8e3ujz41ik8ldo8q72z, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:34:03 | INFO | search | User logout success user_id=3438 (env=prod, region=us-east-1, ip=137.200.140.224, request_id=xudfpam8m9j2oj1j, trace_id=3oic37fq4u90cxn5tdb7aofc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:35:06 | INFO | search | POST /payments/refund 404 (2927ms) (env=prod, region=ap-southeast-1, ip=90.199.83.121, request_id=i4bwt154rlq5ztjh, trace_id=au3o512mddv7n7kbqfqg9cy2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:35:22 | INFO | search | Metrics pushed cpu=52% mem=69% (env=prod, region=eu-west-1, ip=85.182.140.173, request_id=grjnuosrrchv6zmb, trace_id=grl53mupaatl33n54scos3dy, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:35:24 | INFO | search | Token refreshed user_id=2934 (env=prod, region=me-south-1, ip=58.249.172.60, request_id=s62qs35qffjmex2n, trace_id=1y6rpqekm8tjelwddksrthme, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:35:34 | INFO | search | User logout success user_id=4554 (env=dev, region=me-south-1, ip=247.201.63.71, request_id=q8n975hbc7akiay6, trace_id=2emi7o1yjc5d024oyaxqn9rw, ua="PostmanRuntime/7.36.0")
2026-02-01 09:35:57 | INFO | search | Cache miss key=rate:243.79.206.177 (env=prod, region=me-south-1, ip=243.79.206.177, request_id=13k1vjb1ba1fi4rw, trace_id=p5rrnxe4dgkjrp1ncahv2r0p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:36:06 | INFO | search | File uploaded id=file_i1d1lorszj bytes=5084182 (env=dev, region=eu-west-1, ip=217.206.71.41, request_id=cmj2knl4elxkndib, trace_id=ite2a5s1d4ajsbam7wkyvcvm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:36:37 | INFO | search | Config loaded version=1.5.39 (env=prod, region=us-east-1, ip=2.136.99.103, request_id=kinh4r0isi8dzspe, trace_id=4t78ntxqyzryuuymstboyrwe, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:36:45 | INFO | search | User logout success user_id=6714 (env=staging, region=me-south-1, ip=3.68.204.67, request_id=y2z4gk9asyoa5q4j, trace_id=sdmhd5uphlstuxpgyy781qys, ua="PostmanRuntime/7.36.0")
2026-02-01 09:37:17 | INFO | search | Cache miss key=user:5859 (env=prod, region=us-east-1, ip=240.110.136.137, request_id=rttlj12x0nhlncft, trace_id=z516illlticyk1k3405pz3r5, ua="PostmanRuntime/7.36.0")
2026-02-01 09:37:22 | INFO | search | Metrics pushed cpu=68% mem=62% (env=prod, region=ap-southeast-1, ip=74.212.131.107, request_id=g3m3zi8ofip3he6z, trace_id=2amz09tvgk4wfjduyzlyvo2h, ua="PostmanRuntime/7.36.0")
2026-02-01 09:37:58 | INFO | search | User login success user_id=1153 (env=prod, region=eu-west-1, ip=113.99.217.22, request_id=cno3va0hpp93xp5l, trace_id=h24tcvvh4cyud5c8aok1jrqk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:39:39 | INFO | search | PATCH /orders 503 (1602ms) (env=staging, region=eu-west-1, ip=136.187.206.184, request_id=2whibdvzvgrskvb2, trace_id=7wk0w1zts0k4fnwl2duf2v83, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:40:29 | INFO | search | Token refreshed user_id=7793 (env=prod, region=eu-west-1, ip=253.69.204.106, request_id=ht73bt60b99fe7kq, trace_id=yx2nlrztvpfkw0rsgd8iw0bg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:42:12 | INFO | search | File uploaded id=file_spg4slblal bytes=7866011 (env=prod, region=us-east-1, ip=252.182.198.225, request_id=vlrwwans1240k8te, trace_id=5ekb36yn30igskl4ruly4b6b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:42:56 | INFO | search | File uploaded id=file_v66aiwt4xh bytes=8918786 (env=prod, region=ap-southeast-1, ip=49.227.161.43, request_id=a095bzvkdrph85yu, trace_id=7ivabtrvylua6smyl79ve3u6, ua="PostmanRuntime/7.36.0")
2026-02-01 09:44:04 | INFO | search | Config loaded version=3.9.13 (env=prod, region=us-east-1, ip=238.151.45.218, request_id=g2dlg2hcbkxxjd1q, trace_id=br9mqxliybt9v8rr1raux5bs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:45:13 | INFO | search | Job completed successfully: job=daily-report duration_ms=2083 (env=dev, region=ap-southeast-1, ip=28.59.101.183, request_id=t0kzec9wn0y2squy, trace_id=8dxr84p73840mfrrsft18dq0, ua="curl/8.4.0")
2026-02-01 09:46:16 | INFO | search | Cache miss key=cart:8130 (env=prod, region=us-east-1, ip=74.182.245.64, request_id=6t9vakncqbbw9sbn, trace_id=qtgqbszf0hmucu0bj4ddehjj, ua="PostmanRuntime/7.36.0")
2026-02-01 09:46:55 | INFO | search | Cache hit key=sess:8002 ttl_s=2549 (env=prod, region=ap-southeast-1, ip=199.120.184.71, request_id=cqiz44x0n8ooq7ch, trace_id=znuh032h6s4kmr2icxv2ig7u, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:47:21 | INFO | search | Batch processed records=3036 duration_ms=1943 (env=prod, region=eu-west-1, ip=49.176.212.224, request_id=ezaic5ql03f19bas, trace_id=qfg1iviwjdnvlx5eojl8i1nw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:47:57 | INFO | search | Job completed successfully: job=rebuild-index duration_ms=2758 (env=staging, region=ap-southeast-1, ip=164.89.221.150, request_id=gq9bfz3f4suh9cdl, trace_id=v3mg7wts5kxjmxw2vvy91v6m, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:48:00 | INFO | search | GET /orders 401 (667ms) (env=staging, region=ap-southeast-1, ip=144.177.214.239, request_id=zn7j4ybxlsw89hzh, trace_id=po2so8qin303jgqzgqtm9kib, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:48:04 | INFO | search | User logout success user_id=6354 (env=prod, region=us-east-1, ip=27.179.102.176, request_id=jfsryqlq1n6e9s0c, trace_id=8t506bdy85w6m0gl3q0gyeat, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:48:32 | INFO | search | File uploaded id=file_dzkrhjqjrp bytes=7133166 (env=prod, region=eu-west-1, ip=102.23.36.84, request_id=bn19av7e16ntjl6u, trace_id=55bagrras5syzoe8pg92zmzs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:49:17 | INFO | search | Config loaded version=2.20.48 (env=prod, region=ap-southeast-1, ip=165.31.109.97, request_id=gjhv65a276w4n741, trace_id=g2wuy85o5m7vjd5lkcxrf9m7, ua="curl/8.4.0")
2026-02-01 09:50:10 | INFO | search | Metrics pushed cpu=42% mem=70% (env=prod, region=me-south-1, ip=118.144.102.28, request_id=2emejmzlf78x596a, trace_id=oyu2whdtvnnas76odbvmf3iy, ua="curl/8.4.0")
2026-02-01 09:50:20 | INFO | search | Token refreshed user_id=7617 (env=prod, region=ap-southeast-1, ip=127.128.75.69, request_id=3nkitbddvhtawoct, trace_id=abx2n2ti8duz4pth9mqf900e, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:50:34 | INFO | search | Cache hit key=rate:178.58.241.215 ttl_s=420 (env=prod, region=ap-southeast-1, ip=178.58.241.215, request_id=k3mnw2fhbqqirojr, trace_id=vh4noyp5qa1djoc3o0av3osp, ua="PostmanRuntime/7.36.0")
2026-02-01 09:50:42 | INFO | search | User login success user_id=9952 (env=dev, region=me-south-1, ip=187.253.89.230, request_id=fjswl6a1j6400ct9, trace_id=ijr27u8q127ym46incih5eti, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:50:49 | INFO | search | File uploaded id=file_jy1avbyk6m bytes=6154165 (env=staging, region=ap-southeast-1, ip=167.239.121.230, request_id=qmzdsjqts4rwb2px, trace_id=sjsdtd9p5c23uqhhh9seklme, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:51:21 | INFO | search | Metrics pushed cpu=82% mem=33% (env=prod, region=us-east-1, ip=37.105.75.212, request_id=vsi8o36qs4gejp76, trace_id=3n7g264iy8f92p8ig6kb193l, ua="curl/8.4.0")
2026-02-01 09:52:28 | INFO | search | Cache miss key=user:9403 (env=staging, region=me-south-1, ip=115.31.70.181, request_id=ndjw7okbkrl8kvih, trace_id=4x838xxs6dksh5qs1r0a6q3y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:52:54 | INFO | search | File uploaded id=file_62378wbzgu bytes=5760184 (env=staging, region=us-east-1, ip=106.4.120.213, request_id=ji6v56xpqd483mnh, trace_id=tf87con8jlxahv922nwuznxv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:53:13 | INFO | search | User login success user_id=7043 (env=staging, region=eu-west-1, ip=144.2.144.238, request_id=ockukkm6t1bb1jmj, trace_id=q787j40204odk6txe3iro3tv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:53:32 | INFO | search | File uploaded id=file_3zib01yakv bytes=1716568 (env=prod, region=me-south-1, ip=81.220.76.162, request_id=y7vlngisdzoips40, trace_id=8f8rs8uq44pcc6ldmm9zuraj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:54:16 | INFO | search | User login success user_id=6486 (env=staging, region=eu-west-1, ip=241.193.152.212, request_id=dwuqwqgjagly25kc, trace_id=soh2io5y2vosdgf80qmnx6pl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:54:34 | INFO | search | Cache miss key=sess:6483 (env=dev, region=eu-west-1, ip=100.211.83.153, request_id=9lu9k9v9h1vbx1i9, trace_id=bnc4xvahhfy2qfwg8gdm3yqi, ua="PostmanRuntime/7.36.0")
2026-02-01 09:54:43 | INFO | search | Metrics pushed cpu=24% mem=84% (env=staging, region=ap-southeast-1, ip=62.42.15.173, request_id=yudb61eb80oyf5kb, trace_id=2r7lzo4xbngfxhn0jhjcidp6, ua="PostmanRuntime/7.36.0")
2026-02-01 09:55:08 | INFO | search | Cache miss key=cart:5978 (env=prod, region=us-east-1, ip=209.182.195.101, request_id=xe4ciw0jp7hg7chv, trace_id=uzg0zjpc6zb2dvd6ivh1pjpl, ua="PostmanRuntime/7.36.0")
2026-02-01 09:55:33 | INFO | search | User logout success user_id=9131 (env=prod, region=us-east-1, ip=147.249.24.205, request_id=mcz4lko0pb58d4vi, trace_id=tazkarhywylqkrc4d5qxyndu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:55:51 | INFO | search | Cache hit key=user:2192 ttl_s=492 (env=prod, region=ap-southeast-1, ip=35.253.200.121, request_id=selbqzikpwi6c30u, trace_id=z20ji54cqvqx5hsu6nnkjhs9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:56:31 | INFO | search | Cache hit key=user:3526 ttl_s=3283 (env=dev, region=ap-southeast-1, ip=145.247.123.225, request_id=td90c697v3kp12zx, trace_id=i1c072muzwy1w33ox3n7022v, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:56:35 | INFO | search | PATCH /health 400 (1615ms) (env=prod, region=eu-west-1, ip=5.137.234.122, request_id=1ocd1yl0canr9f1b, trace_id=41zf2m51gluygdxpvtuaeiea, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:56:42 | INFO | search | Job completed successfully: job=cleanup-sessions duration_ms=2586 (env=dev, region=eu-west-1, ip=118.175.182.66, request_id=q4f8fyucas8xlxq1, trace_id=bke9pktx22v4zu00jmzltjzd, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:56:53 | INFO | search | User login success user_id=7812 (env=prod, region=ap-southeast-1, ip=71.253.204.88, request_id=zmqionmy3sxnghf5, trace_id=sql052tr26zqrwip5573wmqj, ua="curl/8.4.0")
